sqft_living,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,year,month,day,weekday,yr_built,yr_renovated,view,condition,grade,season,waterfront,living_renovate,lot_renovate,basement,floors,bedrooms,bathrooms,major_city
1720,9435,1220,500,1690,7215,1,2,26,4,78,0,0,3,5,4,0,1,1,1,0,3,8,8
1410,1332,1290,120,1445,1290,0,11,8,1,104,0,0,2,5,3,0,1,1,1,2,3,8,9
1750,11400,1750,0,1890,9024,0,11,14,0,75,0,0,3,5,3,0,1,1,0,2,4,9,8
2100,5107,1410,690,1410,5650,0,5,10,2,99,0,0,2,5,0,0,1,1,1,2,5,13,20
2700,7992,2700,0,2840,7992,1,2,26,4,112,0,0,2,7,4,0,1,0,0,2,4,10,18
2000,7251,2000,0,2450,8118,0,6,22,2,95,0,0,2,7,1,0,1,1,0,2,3,9,12
1200,2845,1200,0,1220,2140,0,11,0,0,86,0,0,2,5,3,0,1,1,0,2,3,8,12
1750,8400,1350,400,2020,9110,0,8,7,0,65,0,0,2,5,1,0,1,1,1,0,3,8,20
1060,7350,1060,0,1060,7350,0,8,25,4,59,0,0,3,5,1,0,0,0,0,0,3,3,11
2480,6383,1380,1100,1440,6000,1,0,25,0,46,0,0,2,5,4,0,1,1,1,0,4,5,20
3040,7125,2240,800,2220,7800,0,8,24,3,102,0,1,2,6,1,0,1,1,1,2,4,13,20
2150,15304,2150,0,2540,10507,0,8,10,3,79,0,0,3,7,1,0,1,1,0,2,3,9,1
1270,7350,1270,0,1880,7350,1,1,8,0,67,0,0,3,5,4,0,1,0,0,0,3,6,1
2440,23512,1640,800,1630,19613,0,7,24,0,33,0,0,2,4,1,0,1,1,1,0,3,7,20
2790,8092,2790,0,2790,6154,0,7,20,3,113,0,0,2,6,1,0,0,1,0,2,4,10,16
890,8100,890,0,1260,8100,0,5,24,2,42,0,0,2,4,0,0,1,0,0,0,2,3,20
2600,4800,1400,1200,2050,3505,0,6,6,0,53,0,2,2,6,1,0,1,1,1,0,4,7,20
900,4770,900,0,900,3480,0,11,30,2,69,63,0,2,4,3,0,0,1,0,0,3,3,8
2730,7344,1510,1220,1730,7700,1,3,8,3,62,0,0,4,5,0,0,1,1,1,0,5,7,18
1930,4000,1930,0,2050,4000,0,10,20,4,114,0,0,2,6,3,0,1,0,0,2,3,9,0
580,1799,580,0,1260,4000,0,9,3,5,8,59,0,2,5,2,0,1,1,0,0,1,3,20
3260,5335,3260,0,3180,5438,1,3,20,1,103,0,0,2,7,0,0,1,1,0,2,4,10,21
3090,4060,2420,670,1720,4080,1,1,18,3,92,0,0,2,6,4,0,1,1,1,2,4,13,20
2497,4400,2497,0,2434,4400,0,6,24,4,107,0,0,2,6,1,0,1,0,0,2,3,9,0
2360,105850,1180,1180,2640,386812,1,2,22,0,47,0,2,1,4,4,0,1,1,1,0,2,3,6
950,4560,950,0,2040,4560,0,11,1,1,25,0,0,2,5,3,0,1,0,0,1,2,3,20
2300,7500,1650,650,2300,7500,0,9,9,4,59,0,3,1,5,2,0,0,0,1,0,4,9,20
4310,10000,2950,1360,2100,10000,0,9,15,3,108,0,0,2,6,2,0,1,0,1,2,6,16,19
1790,11884,1790,0,1660,11513,0,7,25,1,51,0,0,2,5,1,0,1,1,0,0,3,3,11
2910,6555,2910,0,2910,10419,0,6,21,1,105,0,0,2,7,1,0,0,1,0,2,4,9,12
2290,6250,1690,600,1920,4335,0,4,22,4,40,0,0,4,5,0,0,1,1,1,1,4,15,20
1480,2200,1480,0,1360,2190,1,3,12,0,95,0,0,2,5,0,0,1,1,0,2,3,6,20
1440,3060,1440,0,1650,3060,0,9,0,2,103,0,0,2,5,2,0,1,0,0,2,3,9,17
2390,15669,2390,0,2640,12500,1,3,6,1,91,0,0,2,7,0,0,1,1,0,2,3,9,3
1520,8870,1520,0,1520,7800,0,10,6,4,51,0,0,3,5,3,0,0,1,0,1,3,3,20
2430,42646,1450,980,2000,38159,0,7,27,3,89,0,0,2,5,1,0,1,1,1,0,4,9,4
1100,3598,1100,0,1240,3598,0,5,9,1,26,0,0,3,5,0,0,1,0,0,0,2,3,20
2630,16475,2630,0,2670,15001,0,5,0,6,53,0,0,3,6,0,0,1,1,0,2,4,7,1
1870,9897,1870,0,1900,10005,0,9,13,1,60,0,0,3,6,2,0,1,1,0,0,3,6,15
2280,12498,2280,0,2330,8844,0,10,4,2,87,0,0,3,7,3,0,1,1,0,2,3,9,9
1520,14417,1520,0,1600,10716,1,1,23,1,68,0,0,3,5,4,0,1,1,0,0,4,6,21
2060,7000,2060,0,2110,7000,0,10,6,4,88,0,0,3,7,3,0,1,0,0,0,3,7,9
3580,9316,2370,1210,2580,9242,0,6,7,1,91,0,0,2,8,1,0,1,1,1,3,4,11,1
1600,16530,1600,0,1850,41006,0,8,14,0,67,0,0,4,5,1,0,1,1,0,0,3,7,19
1990,4936,1990,0,2250,4815,0,10,20,4,104,0,0,2,6,3,0,1,1,0,2,3,9,19
2170,11745,1410,760,1860,8643,1,1,17,2,67,0,0,3,5,4,0,1,1,1,0,3,9,18
820,5200,820,0,1120,5200,1,2,1,0,77,0,0,3,4,4,0,1,0,0,0,3,3,11
2440,7419,1520,920,2440,4880,1,1,8,0,61,0,0,2,5,4,0,0,1,1,0,3,9,20
1570,6700,1570,0,1570,7300,0,4,1,4,56,0,0,3,5,0,0,0,1,0,0,3,5,1
2000,7200,1000,1000,1440,7200,1,2,15,0,54,68,0,2,5,4,0,1,0,1,0,3,10,20
1910,6960,1910,0,1360,3300,0,4,7,3,41,0,0,4,6,0,0,1,1,0,1,4,7,20
2720,16637,2160,560,2880,7320,0,7,27,3,53,0,3,2,8,1,0,1,1,1,0,2,9,20
2990,6383,2990,0,2640,6454,1,3,22,3,103,0,0,2,5,0,0,1,1,0,2,4,9,13
3400,8970,1700,1700,1890,8475,0,4,12,1,59,0,0,3,6,0,0,1,1,1,0,5,9,20
3190,6875,2120,1070,2550,6875,0,9,8,3,99,0,2,2,6,2,0,1,0,1,2,4,13,12
1630,10500,1100,530,1640,9794,0,8,7,0,74,0,0,2,5,1,0,1,1,1,0,3,8,12
880,17743,880,0,1217,13000,1,2,24,2,51,0,0,3,3,4,0,1,1,0,0,2,3,11
1610,8613,1610,0,2010,8670,0,5,22,0,62,0,0,4,5,0,0,1,1,0,0,3,6,12
1950,7421,1950,0,2200,4668,0,10,2,0,96,0,0,2,6,3,0,1,1,0,2,3,9,13
1850,65340,1850,0,1750,40946,0,9,8,3,72,0,0,3,5,2,0,1,1,0,1,4,6,11
1170,11000,1170,0,1590,10894,0,5,3,2,80,0,0,1,4,0,0,1,1,0,0,3,3,5
2860,5805,2860,0,2360,5832,1,0,7,3,99,0,0,2,7,4,0,1,1,0,2,3,9,1
2730,9260,2730,0,2730,7357,0,11,17,3,108,0,0,2,6,3,0,0,1,0,2,4,9,20
2330,8000,1550,780,1750,8419,0,10,3,1,72,0,0,3,5,3,0,1,1,1,0,5,10,17
3870,46609,3870,0,4030,17880,0,6,6,0,97,0,3,2,7,1,0,1,1,0,2,3,9,1
1060,12690,1060,0,1920,10200,0,8,14,0,69,0,0,2,5,1,0,1,1,0,0,3,3,12
1315,2162,1315,0,1640,2128,1,2,25,3,74,0,0,3,6,4,0,1,1,0,2,2,6,10
2030,8690,1360,670,1720,8800,1,1,1,0,86,0,0,3,6,4,0,1,1,1,0,3,8,8
530,13679,530,0,1930,20624,0,8,23,2,49,0,0,3,4,1,0,1,1,0,0,1,3,17
3160,6961,3160,0,3110,5058,0,8,8,1,105,0,0,2,6,1,0,1,1,0,2,4,9,19
2588,5702,2588,0,2403,5703,1,2,16,1,108,0,0,2,6,4,0,1,1,0,2,3,9,11
1060,5750,1060,0,1060,5750,0,7,4,1,81,0,2,3,5,1,0,0,0,0,0,3,5,20
790,14200,790,0,1430,10000,0,7,6,3,51,0,0,2,5,1,0,1,1,0,0,2,3,20
3070,5871,2510,560,2220,4000,0,9,29,3,28,0,0,3,6,2,0,1,1,1,4,3,9,20
1430,3480,980,450,1450,4650,0,5,19,4,47,0,0,2,5,0,0,1,1,1,0,3,7,20
1313,3600,1313,0,1080,3600,0,7,10,0,4,66,0,2,6,1,0,1,0,0,0,2,7,20
2920,6327,2920,0,2520,5026,0,8,22,1,107,0,0,2,6,1,0,1,1,0,2,5,10,18
1660,6000,1110,550,1440,4080,0,5,2,1,79,0,0,2,5,0,0,1,1,1,0,3,8,20
2240,10296,2240,0,2500,10918,1,2,16,1,48,0,0,4,6,4,0,1,1,0,0,4,7,1
3730,383328,2230,1500,1940,217800,0,10,19,3,90,0,0,3,7,3,0,1,1,1,1,3,11,13
3370,8103,1970,1400,2120,6360,0,4,5,1,70,68,3,2,7,0,0,1,1,1,0,4,10,20
1130,7500,880,250,2190,5250,0,11,9,2,47,0,0,2,5,3,0,1,1,1,0,3,3,20
1450,13439,1180,270,1520,12348,0,10,2,0,63,0,0,3,5,3,0,1,1,1,0,3,8,8
840,12091,840,0,840,9324,0,9,28,2,59,0,0,2,4,2,0,0,1,0,0,3,3,8
1180,7455,1180,0,1450,8154,0,8,25,4,64,0,0,3,5,1,0,1,1,0,0,3,3,12
4040,50479,4040,0,3770,40899,0,5,25,3,87,0,0,2,9,0,0,1,1,0,2,4,13,23
1410,2500,1410,0,1290,5190,0,8,7,0,106,0,0,2,5,1,0,1,1,0,2,3,9,20
2860,6867,1560,1300,2290,5350,0,11,25,4,46,0,1,4,5,3,0,1,1,1,0,4,10,20
2300,3060,1510,790,1590,3264,0,5,12,4,30,56,0,2,6,0,0,1,1,1,1,3,9,20
1100,1760,1100,0,1200,1415,0,11,8,1,97,0,0,2,5,3,0,1,1,0,4,2,9,20
1170,8925,1170,0,1380,7440,0,4,13,2,11,0,2,2,4,0,0,1,1,0,0,2,3,20
1460,5825,1260,200,1150,5926,1,0,22,4,42,0,0,4,3,4,0,1,1,1,0,3,3,18
900,3400,900,0,940,6000,0,5,26,4,5,0,0,4,4,0,0,1,1,0,0,2,3,20
3490,5000,3490,0,2910,5025,0,5,18,3,103,0,0,2,6,0,0,1,1,0,2,4,9,11
1170,1890,1170,0,2160,4000,0,6,7,1,27,0,1,3,6,1,0,1,1,0,1,2,7,20
1200,9087,1200,0,1250,11826,0,5,27,5,69,0,0,4,5,0,0,1,1,0,0,3,3,18
2380,11824,1450,930,2750,11491,0,5,22,0,72,0,0,3,7,0,0,1,1,1,0,3,8,15
2070,4463,1780,290,2070,5000,1,0,21,3,31,0,0,4,6,4,0,0,1,1,1,3,9,20
2770,10274,2770,0,2270,7210,0,5,25,3,89,0,0,2,7,0,0,1,1,0,2,4,9,9
1980,12150,1980,0,2200,12150,0,4,27,2,94,0,0,2,7,0,0,1,0,0,0,3,7,11
2380,9362,2380,0,2190,9840,0,6,27,0,100,0,0,2,6,1,0,1,1,0,2,4,9,8
1800,12485,950,850,1290,9840,0,6,16,3,55,0,0,4,5,1,0,1,1,1,0,4,3,1
1740,3060,950,790,1800,3960,0,7,14,4,30,68,0,4,6,1,0,1,1,1,0,3,6,20
2040,15000,1360,680,2310,15000,0,8,28,0,67,0,0,3,5,1,0,1,0,1,0,4,6,0
1660,3600,1000,660,1700,4356,0,10,13,4,39,60,0,2,5,3,0,1,1,1,0,3,7,20
1460,10000,1460,0,1910,10000,0,5,19,4,102,0,0,2,5,0,0,1,0,0,1,3,3,19
3460,7702,3460,0,3380,7464,0,10,6,4,110,0,0,2,8,3,0,1,1,0,2,4,13,19
4030,12765,2800,1230,2670,13447,0,6,13,0,75,0,0,3,7,1,0,1,1,1,2,3,12,1
5230,89298,5230,0,4110,107153,1,3,22,3,102,0,0,2,9,0,0,1,1,0,3,4,18,13
1820,8814,1280,540,1810,7515,1,0,13,2,67,0,0,2,5,4,0,1,1,1,0,3,8,20
2270,7887,2270,0,2550,7133,0,8,14,0,104,0,2,2,6,1,0,1,1,0,2,3,9,21
2070,39768,2070,0,2740,44866,0,9,13,1,88,0,0,2,6,2,0,1,1,0,2,3,9,23
2330,11740,1330,1000,2630,11740,0,5,24,2,54,0,0,2,6,0,0,1,0,1,0,3,5,20
910,8000,740,170,2090,9007,0,4,19,1,50,0,0,3,4,0,0,1,1,1,0,3,3,20
2950,72309,2950,0,1480,56192,0,6,13,0,106,0,0,2,6,1,0,1,1,0,2,5,9,18
2115,6234,2115,0,2440,6366,0,6,21,1,98,0,0,2,5,1,0,1,1,0,2,4,8,0
4090,51908,4090,0,4290,41655,0,11,0,0,91,0,0,2,9,3,0,1,1,0,2,4,15,23
820,4200,820,0,1290,4000,1,3,12,0,80,0,0,2,5,0,0,1,1,0,0,2,3,20
2670,11250,2320,350,2030,9000,0,9,27,1,48,0,0,3,6,2,0,1,1,1,1,7,5,20
2070,4697,2070,0,2230,4437,0,8,21,0,102,0,0,2,5,1,0,1,1,0,2,3,9,21
1240,5000,1240,0,1240,4900,0,6,2,3,9,0,0,4,5,1,0,0,1,0,1,3,3,20
1130,7920,1130,0,1390,8580,1,4,0,4,61,0,0,2,5,0,0,1,1,0,0,3,3,18
2890,5110,2890,0,3010,5110,0,6,14,1,103,0,2,2,7,1,0,1,0,0,2,5,9,9
3210,15939,3210,0,2870,15939,1,1,24,2,98,0,1,2,8,4,0,1,0,0,2,3,10,8
1970,8200,1270,700,1890,8348,0,7,3,0,64,0,0,2,5,1,0,1,1,1,0,3,6,20
4660,21164,4660,0,3140,24274,0,11,0,0,75,44,4,2,10,3,1,1,1,0,2,3,13,20
2020,7277,2020,0,2820,7284,1,2,4,3,93,0,0,2,6,4,0,1,1,0,2,4,9,18
1720,2300,860,860,1720,4680,0,11,0,0,40,68,0,2,5,3,0,0,1,1,0,4,8,20
1180,6050,820,360,1070,6050,0,9,14,2,44,0,0,2,4,2,0,1,0,1,0,3,3,20
2300,9914,2300,0,2240,9032,1,3,1,3,80,0,0,3,6,0,0,1,1,0,2,3,8,9
3220,5806,3220,0,2760,5813,1,4,6,3,102,0,0,2,6,0,0,1,1,0,2,5,9,11
1300,7770,1300,0,1520,7600,0,6,21,1,67,0,0,2,5,1,0,1,1,0,0,3,6,12
1350,7800,1350,0,1510,8040,1,2,15,0,59,0,0,2,5,4,0,1,1,0,0,3,5,18
1940,3800,1050,890,1700,3800,0,7,25,1,27,0,0,3,5,1,0,1,0,1,0,3,7,20
2000,9900,1480,520,2310,10200,0,5,23,1,57,0,2,3,6,0,0,1,1,1,0,3,6,20
3200,6473,3200,0,2480,6140,0,4,26,1,105,0,0,2,5,0,0,1,1,0,2,4,9,18
2540,10578,2010,530,3240,9831,1,3,2,4,114,0,1,2,7,0,0,1,1,1,2,3,13,1
1560,5220,1560,0,1300,5220,1,3,16,4,59,0,0,2,5,0,0,1,0,0,0,4,7,20
920,6750,920,0,1460,8933,1,2,15,0,51,0,0,3,5,4,0,1,1,0,0,3,3,1
1710,5000,1360,350,1490,6250,0,9,13,1,18,0,0,3,5,2,0,1,1,1,0,3,6,20
1740,8160,1400,340,1600,8160,0,7,17,0,46,0,0,3,5,1,0,1,0,1,1,4,5,20
2140,7701,1470,670,2130,8050,0,7,12,2,77,0,0,3,5,1,0,1,1,1,0,4,8,12
860,3200,860,0,1220,4300,1,3,28,2,29,0,0,2,4,0,0,1,1,0,0,3,5,20
1180,16552,1180,0,2780,45302,0,6,7,1,67,0,0,3,5,1,0,1,1,0,0,3,6,23
1530,9406,1270,260,1700,7682,0,5,16,1,93,0,0,2,5,0,0,1,1,1,0,3,9,18
2540,6660,2340,200,2460,9000,0,5,12,4,54,0,3,3,6,0,0,1,1,1,2,5,5,20
2920,5629,1460,1460,2380,5000,0,6,27,0,55,0,2,4,6,1,0,1,1,1,0,3,9,20
2680,13292,1340,1340,2220,13181,0,10,2,0,76,0,0,2,6,3,0,1,1,1,0,5,8,10
1600,7916,1600,0,1540,7242,1,3,27,1,91,0,0,2,5,0,0,1,1,0,2,4,8,6
920,7276,920,0,1120,7276,0,9,13,1,61,0,0,3,4,2,0,1,0,0,0,3,3,0
1860,7350,1090,770,1710,7350,0,9,14,2,77,0,0,3,5,2,0,1,0,1,0,4,6,11
2050,8909,1690,360,2190,8912,0,6,30,3,86,0,2,3,6,1,0,1,1,1,0,4,9,20
1300,2500,770,530,1160,5000,1,4,0,4,26,0,0,3,5,0,0,1,1,1,0,2,7,20
1030,600,680,350,1120,1267,1,0,21,3,104,0,0,2,6,4,0,1,1,1,2,2,7,20
1820,7575,1220,600,1840,7650,0,10,24,1,75,0,0,2,5,3,0,1,1,1,0,4,9,18
3320,11901,2650,670,2700,11114,0,5,10,2,77,0,0,4,7,0,0,1,1,1,2,4,9,1
3620,17133,2220,1400,3530,17026,1,0,15,4,93,0,4,2,8,4,0,1,1,1,0,4,9,19
3160,66646,3160,0,3140,38790,0,4,7,3,93,0,0,2,5,0,0,1,1,0,2,2,11,23
1340,1110,1040,300,1220,1110,0,8,21,0,99,0,0,2,5,1,0,1,0,1,2,3,5,20
2410,7500,1550,860,1840,8800,0,11,10,3,78,0,0,2,5,3,0,1,1,1,0,2,9,8
1920,9500,1470,450,1820,10091,0,10,3,1,66,0,0,3,5,3,0,1,1,1,0,4,6,1
1230,1340,1020,210,1260,1312,0,7,10,0,103,0,0,2,5,1,0,1,1,1,2,3,7,20
2020,9000,2020,0,1460,9680,0,11,23,2,79,0,0,2,5,3,0,1,1,0,2,3,8,16
1000,6000,1000,0,1250,6000,1,3,23,4,51,0,0,2,4,0,0,1,0,0,0,2,3,20
1730,7807,1260,470,1800,7650,0,9,29,3,76,0,0,2,5,2,0,1,1,1,0,3,6,12
1080,5025,1080,0,1370,6000,0,11,10,3,48,0,0,2,3,3,0,1,1,0,0,3,2,20
5430,10327,4010,1420,4340,10324,0,6,8,2,107,0,2,2,8,1,0,1,1,1,2,5,13,1
2020,3000,1010,1010,1670,3000,0,6,10,4,10,0,0,3,4,1,0,1,0,1,0,3,9,20
1250,8084,1250,0,1340,7680,0,10,20,4,67,0,0,3,5,3,0,1,1,0,0,3,6,0
1190,8820,1190,0,1230,7980,0,10,4,2,59,0,0,2,4,3,0,1,1,0,0,3,3,18
1240,3649,1240,0,1400,3721,0,9,8,3,86,0,0,2,5,2,0,1,1,0,2,2,9,8
2020,67953,1620,400,1270,13198,1,2,24,2,36,0,0,3,5,4,0,1,1,1,1,5,7,20
1660,4400,1460,200,1660,4400,0,11,1,1,11,0,0,2,6,3,0,0,0,1,1,3,3,20
3280,79279,3280,0,1860,24008,0,11,0,0,101,0,0,2,8,3,0,1,1,0,0,3,8,8
2570,7980,2570,0,2760,6866,0,10,6,4,98,0,0,2,7,3,0,1,1,0,2,4,9,19
3180,12600,3180,0,3030,12835,0,6,7,1,78,0,0,3,9,1,0,1,1,0,2,3,9,19
1280,5547,1280,0,1150,4500,0,6,27,0,85,0,0,3,4,1,0,1,1,0,2,3,5,0
1440,12040,1440,0,1720,12040,1,3,1,3,59,0,0,3,5,0,0,1,0,0,0,3,5,11
950,7692,950,0,1820,8221,0,4,19,1,26,0,0,2,4,0,0,1,1,0,0,2,3,20
1980,13132,1260,720,1880,11325,0,7,25,1,62,0,0,3,5,1,0,1,1,1,0,5,8,20
2310,2400,2310,0,1340,3825,0,6,10,4,15,0,0,2,4,1,0,1,1,0,1,7,10,20
1420,4923,1420,0,1470,4923,0,6,17,4,28,0,0,3,6,1,0,1,0,0,1,4,5,20
1690,4000,1690,0,1690,4000,0,10,22,6,104,0,0,2,5,3,0,0,0,0,2,3,9,17
3270,35445,3270,0,4180,32130,0,5,11,3,89,0,0,2,9,0,0,1,1,0,2,4,9,1
4470,8088,4470,0,2780,8964,0,9,14,2,108,0,0,2,9,2,0,1,1,0,2,5,14,1
1160,10518,1160,0,1670,9380,0,6,15,2,60,0,0,2,5,1,0,1,1,0,0,3,3,10
2880,8061,2880,0,2650,7660,1,0,11,0,88,0,0,2,7,4,0,1,1,0,2,4,9,18
1550,4054,1550,0,1510,3889,0,7,10,0,26,0,0,3,5,1,0,1,1,0,1,3,6,20
1730,8400,1400,330,1830,8636,0,5,10,2,80,0,0,3,5,0,0,1,1,1,0,3,6,17
1760,12823,1460,300,1450,10800,0,6,21,1,56,0,0,3,5,1,0,1,1,1,0,3,6,0
2050,10200,1430,620,1940,8625,0,4,4,0,56,0,0,2,4,0,0,1,1,1,0,5,7,20
1780,5100,1320,460,1880,5100,1,2,11,3,53,0,0,2,5,4,0,1,0,1,0,4,5,20
940,8997,940,0,1110,9126,0,9,22,3,55,0,0,4,5,2,0,1,1,0,0,2,3,6
1940,6355,1200,740,1940,5033,0,5,15,0,107,0,0,2,6,0,0,0,1,1,0,5,11,20
1780,8085,1210,570,1780,8085,0,5,19,4,76,0,0,2,5,0,0,0,0,1,0,3,6,3
2120,8520,1600,520,2160,8400,1,2,26,4,78,0,0,2,5,4,0,1,1,1,0,4,6,8
1460,9750,1460,0,1270,9750,0,4,11,0,69,0,0,3,5,0,0,1,0,0,0,3,3,11
1670,4438,1670,0,1670,4558,0,10,2,0,114,0,0,2,5,3,0,0,1,0,0,3,7,6
2130,11900,2130,0,2590,11900,0,8,23,2,76,0,0,2,7,1,0,1,0,0,2,4,8,19
1540,10800,770,770,2020,10800,0,5,15,0,47,0,0,4,4,0,0,1,0,1,0,3,6,15
2020,5501,2020,0,2020,5494,0,5,17,2,110,0,0,2,5,0,0,0,1,0,2,4,9,18
1570,1551,1570,0,1570,1705,0,9,14,2,108,0,0,2,6,2,0,0,1,0,4,3,9,20
1570,10050,1570,0,2540,9940,0,7,19,2,63,0,0,2,5,1,0,1,1,0,0,3,3,10
2690,46609,2690,0,1500,34800,0,7,24,0,80,45,0,2,6,1,0,1,1,0,2,4,9,13
2240,9652,2240,0,2180,11644,0,9,15,3,90,0,0,2,5,2,0,1,1,0,2,5,8,18
1790,1709,1400,390,1460,1462,0,11,4,4,101,0,0,2,5,3,0,1,1,1,2,2,11,20
4400,18500,2250,2150,3290,19257,0,5,5,4,63,0,3,4,7,0,0,1,1,1,0,5,10,10
