sqft_living,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,year,month,day,weekday,yr_built,yr_renovated,view,condition,grade,season,waterfront,living_renovate,lot_renovate,basement,floors,bedrooms,bathrooms,major_city
2940,7350,1780,1160,2120,8236,0,10,20,4,78,0,0,2,6,3,0,1,1,1,0,6,10,8
1430,5000,1430,0,1450,3750,1,0,26,1,25,0,0,1,5,4,0,1,1,0,1,2,3,20
1560,3000,770,790,1390,3000,1,3,21,2,18,0,0,3,4,0,0,1,0,1,0,3,6,20
1510,36224,1510,0,1730,36224,1,3,0,2,91,0,0,2,6,0,0,1,0,0,2,3,8,16
1400,3538,800,600,1620,6331,1,3,20,1,53,0,0,2,5,0,0,1,1,1,0,3,3,20
1730,7442,1730,0,1630,6458,0,8,28,0,87,0,0,2,5,1,0,1,1,0,2,3,9,11
1420,9191,1420,0,1420,6816,0,4,18,0,28,0,2,4,5,0,0,0,1,0,1,2,7,20
760,10079,760,0,1230,14267,0,9,26,0,36,0,4,4,3,2,1,1,1,0,0,1,2,22
1040,7538,1040,0,1440,7530,1,4,0,4,39,0,0,3,5,0,0,1,1,0,0,2,3,20
1300,5898,1300,0,1320,7619,0,8,24,3,61,0,0,2,5,1,0,1,1,0,0,3,3,20
2290,16258,2290,0,1660,10530,1,0,26,1,60,0,0,4,6,4,0,1,1,0,0,3,7,18
2210,49375,2210,0,2670,49385,1,4,4,1,97,0,0,2,6,0,0,1,1,0,0,4,9,13
2600,11325,1610,990,1720,11088,0,6,2,3,69,0,0,3,5,1,0,1,1,1,0,4,6,11
2500,13500,1850,650,2300,9750,0,9,16,4,79,0,0,2,5,2,0,1,1,1,0,5,8,23
2900,10300,1450,1450,2310,10300,0,6,1,2,85,0,0,2,6,1,0,1,0,1,0,5,8,1
1640,14100,1140,500,1520,13527,0,7,11,1,54,0,0,3,5,1,0,1,1,1,0,2,3,1
1320,8959,1320,0,1740,7316,0,7,21,4,93,0,0,2,5,1,0,1,1,0,0,3,7,11
1590,11914,1090,500,1630,9052,0,4,28,3,57,0,2,2,5,0,0,1,1,1,0,3,6,20
1920,3300,960,960,1740,4000,1,1,16,1,13,0,0,3,6,4,0,1,1,1,0,3,6,20
1800,7750,1400,400,1800,8275,1,3,2,4,65,0,0,3,6,0,0,0,1,1,0,4,10,20
2180,7297,2180,0,2250,9781,0,5,11,3,84,0,0,2,6,0,0,1,1,0,2,4,8,19
1930,64904,1930,0,2350,57500,1,4,10,0,88,0,0,3,6,0,0,1,1,0,0,3,9,11
3150,7119,3150,0,1560,8384,0,4,12,1,113,0,0,2,7,0,0,1,1,0,2,5,10,17
2030,16200,2030,0,2660,17958,0,9,22,3,84,0,0,2,6,2,0,1,1,0,2,3,8,9
1450,11204,1450,0,1520,9518,0,6,20,0,103,0,0,2,5,1,0,1,1,0,0,3,7,0
1510,10248,1510,0,1510,9753,1,1,1,0,69,0,0,2,5,4,0,0,1,0,0,3,6,8
1240,12092,960,280,1820,7460,0,8,4,4,22,38,0,2,4,1,0,1,1,1,0,2,3,20
3030,45004,3030,0,3080,35781,0,9,26,0,87,0,0,2,7,2,0,1,1,0,2,3,9,23
2800,6750,1890,910,2370,6120,0,8,15,1,51,56,0,2,7,1,0,1,1,1,2,4,13,20
1070,5000,1070,0,1710,5000,1,3,7,2,24,0,0,2,5,0,0,1,0,0,0,2,3,20
2930,5569,1860,1070,2580,11045,0,5,1,0,104,0,0,2,7,0,0,1,1,1,0,3,10,23
1070,32633,1070,0,1360,32156,0,11,4,4,30,0,0,3,4,3,0,1,1,0,0,2,3,18
2440,69415,1910,530,2770,24361,1,3,22,3,89,0,0,3,6,0,0,1,1,1,0,4,10,19
1430,7222,1430,0,1430,7220,0,11,3,3,93,0,0,2,5,3,0,0,1,0,2,3,8,18
1640,13500,1110,530,1770,12600,0,5,8,0,40,0,0,2,5,0,0,1,1,1,0,3,6,20
2020,2849,2020,0,1910,3120,1,3,28,2,60,0,0,2,5,0,0,1,1,0,2,4,7,20
1410,9600,1410,0,1410,9600,0,5,24,2,83,0,0,3,5,0,0,0,0,0,0,3,7,23
2120,13780,2120,0,1880,12000,0,8,4,4,93,0,0,2,6,1,0,1,1,0,2,4,9,20
1980,3128,1980,0,1950,2856,0,8,16,2,79,0,0,3,7,1,0,1,1,0,2,3,10,1
2720,8800,1500,1220,2110,8800,1,2,8,0,58,0,0,3,5,4,0,1,0,1,0,5,8,1
1940,25600,1940,0,2000,10071,0,5,22,0,62,0,0,0,6,0,0,1,1,0,0,4,7,1
1710,2096,1290,420,1630,1543,1,2,5,4,108,0,0,2,6,4,0,1,1,1,2,3,13,20
1820,6753,1820,0,1820,7107,0,5,17,2,94,0,0,2,5,0,0,0,1,0,2,4,9,13
1570,5250,1570,0,1570,5250,1,3,16,4,98,0,0,2,5,0,0,0,0,0,0,3,7,0
2085,174240,1610,475,2690,174240,0,5,25,3,64,0,0,2,5,0,0,1,0,1,0,4,6,7
2200,9351,1290,910,1910,8660,1,0,4,0,62,0,0,4,5,4,0,1,1,1,0,4,8,20
2250,11632,2250,0,2360,11632,0,11,18,4,88,0,0,2,6,3,0,1,0,0,2,3,9,18
1530,8500,1030,500,1850,8140,1,3,2,4,96,0,0,4,5,0,0,1,1,1,0,3,9,13
2290,8250,2290,0,2290,8250,0,9,27,1,90,0,0,2,7,2,0,0,0,0,2,4,11,11
4870,11800,3470,1400,3180,11398,0,7,20,3,83,0,0,2,8,1,0,1,1,1,2,5,9,19
940,7980,940,0,1150,8050,0,7,18,1,60,0,0,3,5,1,0,1,1,0,0,3,3,11
1920,9102,1920,0,1920,9760,0,11,1,1,68,0,0,2,5,3,0,0,1,0,0,3,6,23
2390,11250,2390,0,2480,11250,0,11,8,1,88,0,0,2,7,3,0,1,0,0,2,4,8,8
1480,6360,1480,0,1480,6360,0,11,0,0,54,0,0,2,5,3,0,0,0,0,0,3,6,20
1850,7324,1850,0,2100,7329,0,9,14,2,97,0,0,2,6,2,0,1,1,0,2,4,9,11
1610,2527,1080,530,1610,4173,0,6,10,4,105,0,2,2,7,1,0,0,1,1,2,3,9,20
4860,181319,4860,0,3850,181319,1,3,9,4,93,0,0,2,7,0,0,1,0,0,3,4,12,19
1580,7350,960,620,1560,7350,0,10,19,3,63,0,0,3,5,3,0,1,0,1,0,4,5,17
1510,6710,1070,440,1660,6600,0,5,13,5,72,0,0,2,5,0,0,1,1,1,0,3,7,12
1230,1391,870,360,1240,1350,0,4,11,0,104,0,0,2,6,0,0,1,1,1,2,2,9,20
3180,5438,3180,0,3030,5335,1,4,9,6,103,0,0,2,7,0,0,1,1,0,2,4,9,21
2770,7800,2770,0,2720,10000,0,9,14,2,99,0,0,2,8,2,0,1,1,0,2,4,9,12
2430,7559,1580,850,1980,8750,1,4,4,1,81,0,0,3,6,0,0,1,1,1,0,4,6,17
2400,7745,2400,0,2080,8615,1,4,6,3,101,0,0,2,7,0,0,1,1,0,2,3,9,12
3180,194278,3180,0,2200,178160,0,7,4,1,105,0,0,2,8,1,0,1,1,0,2,4,12,18
630,6000,630,0,1470,6840,0,8,5,5,43,59,0,2,4,1,0,1,1,0,0,2,3,20
2530,5105,1520,1010,2290,4011,1,2,25,3,105,0,0,2,6,4,0,1,1,1,0,5,11,20
1690,11054,1690,0,1690,9040,0,10,4,2,30,0,0,3,3,3,0,0,1,0,0,4,5,18
3040,6587,3040,0,2740,6587,0,5,19,4,103,0,0,2,5,0,0,1,0,0,2,4,9,17
1360,1898,1360,0,1360,1898,1,4,4,1,78,0,0,2,5,0,0,0,0,0,2,2,5,0
1010,9600,1010,0,1400,9660,0,5,23,1,62,0,0,3,5,0,0,1,1,0,0,3,5,20
2120,40518,2120,0,2480,13492,0,8,10,3,67,0,0,2,6,1,0,1,1,0,0,3,8,19
2050,10271,2050,0,2050,8103,0,9,26,0,98,0,0,2,5,2,0,0,1,0,2,4,9,11
2230,108900,1410,820,1960,65340,0,9,27,1,78,0,0,2,5,2,0,1,1,1,0,4,11,21
4120,22370,4120,0,3180,7257,0,5,12,4,97,0,0,2,8,0,0,1,1,0,2,4,9,19
2160,4000,1530,630,2040,4000,0,7,13,3,27,0,0,4,5,1,0,1,0,1,1,5,10,20
1160,15029,870,290,1870,25346,0,11,17,3,37,0,0,3,4,3,0,1,1,1,0,2,2,4
2550,5040,2550,0,1590,3840,0,5,2,1,2,0,0,4,6,0,0,1,1,0,1,5,10,20
1220,75794,1220,0,2010,98010,0,11,16,2,63,0,0,3,5,3,0,1,1,0,0,2,3,13
2060,10070,2060,0,2060,8155,0,9,21,2,75,0,0,2,5,2,0,0,1,0,2,4,8,12
2110,13300,2110,0,2470,14000,0,8,29,1,85,0,0,3,6,1,0,1,1,0,2,3,8,13
3200,15367,3200,0,3070,15263,0,7,4,1,62,0,0,3,7,1,0,1,1,0,2,4,8,15
1450,4789,1450,0,1560,4490,1,1,23,1,85,0,0,2,5,4,0,1,1,0,2,3,8,9
1270,1175,1110,160,1290,1800,0,4,4,0,100,0,0,2,6,0,0,1,1,1,2,2,11,20
940,6804,940,0,1150,6930,1,1,5,4,49,0,0,2,5,4,0,1,1,0,0,2,3,20
2540,4694,2540,0,2600,6344,0,5,9,1,105,0,0,2,7,0,0,1,1,0,2,3,10,19
1280,7524,1280,0,1500,7777,0,5,16,1,88,0,0,3,5,0,0,1,1,0,1,3,6,11
1490,9414,1490,0,1290,10125,1,4,5,2,81,0,0,2,5,0,0,1,1,0,2,3,8,17
1880,5502,1880,0,2040,5411,0,8,21,0,88,0,0,2,6,1,0,1,1,0,2,3,9,9
1440,7210,1440,0,1700,7245,0,5,18,3,83,0,0,2,6,0,0,1,1,0,0,3,7,0
1920,7415,1920,0,1930,7536,1,3,14,2,89,0,0,2,5,0,0,1,1,0,2,3,9,11
1760,5000,940,820,1530,5000,1,1,24,2,27,0,0,3,5,4,0,1,0,1,0,2,6,20
1330,6000,960,370,1620,6000,0,5,21,6,14,4,0,3,5,0,0,1,0,1,0,2,6,20
2080,7700,1600,480,1680,7700,0,11,11,4,68,0,0,4,5,3,0,1,0,1,0,3,6,18
1070,8000,1070,0,1200,7990,0,5,23,1,77,0,0,2,5,0,0,1,1,0,0,3,6,17
2250,9091,1340,910,1540,7802,0,6,27,0,82,0,0,2,5,1,0,1,1,1,0,4,9,0
1660,1091,1530,130,1510,1352,1,4,11,1,115,0,1,2,7,0,0,1,1,1,4,3,9,20
2360,6699,2360,0,2360,4744,0,8,29,1,103,0,0,2,5,1,0,0,1,0,2,3,9,21
870,26326,870,0,1250,10608,0,10,17,1,39,0,0,2,4,3,0,1,1,0,0,1,3,20
1000,6020,1000,0,1300,8640,0,10,16,0,44,0,0,2,4,3,0,1,1,0,0,3,3,20
1920,6862,1120,800,2000,6900,0,4,22,4,52,0,2,2,5,0,0,1,1,1,0,3,3,20
3930,55867,2330,1600,2730,26324,0,10,19,3,57,0,4,3,6,3,1,1,1,1,0,3,9,12
990,6000,990,0,1250,6000,0,4,6,2,43,0,0,2,4,0,0,1,0,0,0,3,3,20
1140,22267,1140,0,1150,15625,1,2,23,1,86,0,0,2,5,4,0,1,1,0,0,3,6,16
1255,1374,1255,0,1307,1232,0,4,26,1,104,0,0,2,5,0,0,1,1,0,4,3,5,20
1290,12231,1290,0,1390,11632,0,10,23,0,76,0,0,2,5,3,0,1,1,0,0,3,3,23
1220,1086,1220,0,1220,1422,0,4,13,2,107,0,0,2,6,0,0,0,1,0,4,3,5,20
2630,4000,2630,0,1640,4000,0,8,29,1,102,0,0,2,6,1,0,1,0,0,4,4,9,20
1700,6380,850,850,1380,6380,0,8,11,4,40,0,0,3,5,1,0,1,0,1,0,4,9,20
1800,18000,1200,600,1800,18000,0,7,12,2,68,0,0,2,6,1,0,0,0,1,0,3,6,18
1870,9315,1350,520,2230,9579,0,6,17,4,75,0,0,2,5,1,0,1,1,1,0,3,8,12
1010,3000,1010,0,1150,7000,0,5,22,0,25,0,0,3,5,0,0,1,1,0,0,2,3,16
1120,17487,1120,0,1690,8056,1,0,26,1,24,0,0,2,4,4,0,1,1,0,0,2,5,20
1420,4875,1420,0,1110,5413,0,9,12,0,30,0,0,2,5,2,0,1,1,0,1,4,3,20
1500,12616,1500,0,1820,13950,1,1,23,1,67,0,0,2,5,4,0,1,1,0,0,3,3,23
800,4342,670,130,1210,4343,1,2,3,2,27,0,0,2,4,4,0,1,1,1,0,2,3,20
2900,23488,2900,0,2900,34589,0,6,11,5,92,0,0,2,7,1,0,0,1,0,2,4,9,17
1680,9966,1100,580,2400,10369,0,8,21,0,77,0,0,2,5,1,0,1,1,1,0,4,6,20
2180,10575,1730,450,2180,12010,0,10,2,0,50,0,0,1,4,3,0,0,1,1,0,4,7,1
1400,3600,1100,300,1630,2048,0,11,18,4,0,0,0,2,5,3,0,1,1,1,0,4,7,20
1530,7245,1530,0,1530,7490,1,3,12,0,84,0,0,3,5,0,0,0,1,0,0,3,6,12
1130,7400,1130,0,1540,7379,0,8,17,3,69,0,0,3,5,1,0,1,1,0,0,4,3,8
2660,13579,2660,0,1120,8242,1,0,1,4,37,44,0,2,5,4,0,1,1,0,2,6,8,20
960,4080,960,0,1300,4080,0,6,27,0,11,0,0,4,5,1,0,1,0,0,0,2,3,20
2140,2770,1770,370,2510,2708,1,3,19,0,107,0,0,2,6,0,0,1,1,1,2,3,9,17
2520,5500,1550,970,1700,8000,0,8,17,3,104,0,0,2,6,1,0,1,1,1,0,5,11,20
1440,5680,1440,0,1320,3547,0,5,12,4,78,0,0,3,6,0,0,1,1,0,0,2,6,20
1970,7972,1370,600,2460,9796,0,5,11,3,76,0,3,4,6,0,0,1,1,1,0,3,6,18
2380,17950,2110,270,2030,23900,0,6,14,1,34,0,0,3,6,1,0,1,1,1,2,3,7,20
3400,5979,2290,1110,3090,6435,0,10,12,3,37,0,0,3,7,3,0,1,1,1,2,3,12,20
2170,4912,2170,0,2010,4395,0,5,4,3,103,0,0,2,5,0,0,1,1,0,2,3,9,10
1510,6460,1070,440,1450,6630,0,8,2,2,70,0,0,2,5,1,0,1,1,1,0,4,5,12
1150,6908,800,350,1150,6908,1,3,8,3,52,0,0,2,4,0,0,0,0,1,0,3,3,20
1370,3850,770,600,1390,3600,0,5,2,1,11,42,0,4,5,0,0,1,1,1,0,3,6,20
2440,22594,2440,0,2560,33341,0,4,28,3,96,0,0,2,6,0,0,1,1,0,2,4,9,17
1190,1149,1050,140,1210,1316,0,8,10,3,108,0,0,2,6,1,0,1,1,1,2,3,8,20
2730,4683,2730,0,2230,4924,1,1,26,4,105,0,0,2,5,4,0,1,1,0,2,4,10,13
1910,2874,1060,850,1520,2874,0,9,15,3,10,0,0,2,5,2,0,1,0,1,0,4,7,20
1250,23680,1250,0,1450,23680,1,1,24,2,67,0,0,4,5,4,0,1,0,0,0,3,3,18
2810,11120,2810,0,3100,12672,0,5,22,0,82,0,0,2,7,0,0,1,1,0,2,4,9,19
2100,4700,2100,0,2100,4700,0,9,19,0,99,0,0,2,6,2,0,0,0,0,2,3,9,21
1340,2720,1340,0,2030,4590,0,7,14,4,13,0,0,2,5,1,0,1,1,0,1,3,7,20
1550,7740,1550,0,1220,7740,0,5,5,4,54,0,0,2,4,0,0,1,0,0,1,4,3,20
2390,9966,1360,1030,2140,10713,0,5,4,3,77,0,0,4,6,0,0,1,1,1,0,3,10,1
1680,4308,1680,0,2160,4182,1,4,11,1,104,0,0,2,5,0,0,1,1,0,2,3,9,18
4890,15188,3090,1800,3470,16201,1,2,24,2,99,0,2,2,9,4,0,1,1,1,2,4,16,15
1810,7200,1130,680,1810,8100,0,9,1,3,54,0,0,3,5,2,0,0,1,1,0,3,3,20
2010,3090,1510,500,1600,3150,1,4,11,1,26,0,0,4,5,0,0,1,1,1,1,3,6,20
1260,10350,1260,0,1800,10350,0,4,14,3,59,0,0,2,5,0,0,1,0,0,0,3,5,1
1350,4003,1350,0,1350,4479,1,4,12,2,104,0,0,2,6,0,0,0,1,0,0,2,6,17
2470,7780,2470,0,2100,5972,1,0,6,2,102,0,0,2,6,4,0,1,1,0,2,4,9,0
2400,8050,2400,0,2400,8050,0,5,26,4,98,0,0,2,6,0,0,0,0,0,2,5,10,0
1790,6120,1790,0,1950,5660,0,7,11,1,105,0,0,2,5,1,0,1,1,0,2,4,9,18
1520,213444,1520,0,2640,213444,0,5,26,4,88,0,3,4,6,0,0,1,0,0,1,3,3,9
1150,8690,1150,0,1330,7040,0,10,12,3,77,0,0,3,5,3,0,1,1,0,0,3,6,11
1650,10150,1230,420,1930,8958,0,7,10,0,76,0,0,2,6,1,0,1,1,1,0,3,6,12
1420,8549,1420,0,1560,7471,1,2,12,4,89,0,0,3,5,4,0,1,1,0,2,3,8,13
1500,4445,1500,0,1730,4408,0,6,30,3,96,0,0,2,6,1,0,1,1,0,2,3,9,9
1320,3090,1320,0,1270,4120,0,11,25,4,8,0,0,3,5,3,0,1,1,0,0,2,3,20
1620,8701,1220,400,1600,7910,0,8,18,4,62,0,0,2,5,1,0,1,1,1,0,3,8,1
3064,4764,3064,0,2360,4000,0,5,11,3,90,0,2,2,5,0,0,1,1,0,5,0,0,20
1910,11576,1410,500,2040,8750,0,10,24,1,78,0,0,2,5,3,0,1,1,1,0,3,7,3
1260,9570,870,390,1620,7000,0,7,25,1,41,0,0,2,5,1,0,1,1,1,0,3,5,20
1920,4822,920,1000,1120,4822,1,1,11,3,14,0,0,1,4,4,0,1,0,1,0,4,7,20
1940,10035,1940,0,2810,8333,0,6,15,2,94,0,0,3,6,1,0,1,1,0,2,3,9,23
1820,5400,1820,0,1820,5400,0,10,9,0,23,68,0,2,6,3,0,0,0,0,1,4,3,20
3160,11470,1780,1380,3260,11470,0,4,7,3,71,0,0,3,7,0,0,1,0,1,0,5,9,15
1480,6698,1080,400,1850,7348,1,1,17,2,79,0,0,3,5,4,0,1,1,1,0,3,7,18
1410,9315,1410,0,1630,8250,0,9,6,1,60,0,0,4,5,2,0,1,1,0,0,3,6,11
2500,10062,1600,900,2500,9750,0,9,9,4,75,0,0,2,6,2,0,0,1,1,0,4,8,17
1370,1140,1080,290,1370,1090,1,4,13,3,109,0,0,2,6,0,0,0,1,1,2,2,10,20
2520,7863,1500,1020,2030,8580,1,2,4,3,81,0,0,2,5,4,0,1,1,1,0,5,9,12
1560,35026,1290,270,1660,35160,1,1,4,3,85,0,0,2,5,4,0,1,1,1,0,3,8,0
3660,22410,1830,1830,2680,8250,1,2,30,1,47,0,3,3,7,4,0,1,1,1,0,3,7,20
2020,6564,1310,710,1710,5151,0,9,6,1,94,0,0,2,5,2,0,1,1,1,0,3,9,11
2020,4300,2020,0,1290,3440,1,2,10,2,0,0,0,2,4,4,0,1,1,0,1,4,11,20
2750,5589,1840,910,1460,4250,0,7,27,3,10,0,0,4,7,1,0,1,1,1,1,5,9,20
2150,23568,2150,0,2150,10125,1,0,11,0,50,0,0,3,5,4,0,0,1,0,0,4,5,20
1810,7480,1230,580,1870,9594,1,1,8,0,77,0,0,2,5,4,0,1,1,1,0,4,6,8
2230,12968,2230,0,2260,10160,1,3,7,2,90,0,0,2,7,0,0,1,1,0,2,3,11,1
3680,13384,3680,0,3600,11306,0,9,14,2,94,0,0,2,8,2,0,1,1,0,2,3,9,1
1490,10650,1150,340,1730,9800,0,6,15,2,63,0,0,2,5,1,0,1,1,1,0,3,3,12
2670,5000,2670,0,2300,5000,0,8,3,3,16,32,2,2,5,1,0,1,0,0,2,4,11,20
1980,4560,1980,0,1810,3245,1,2,22,0,20,0,0,2,5,4,0,1,1,0,1,4,3,20
2208,5000,2208,0,1760,5000,0,10,11,2,17,0,0,4,6,3,0,1,0,0,4,4,7,20
1010,7380,1010,0,1650,9030,1,3,12,0,82,0,0,2,5,0,0,1,1,0,0,3,7,19
1330,5000,1210,120,1500,4000,0,9,27,1,9,0,0,3,5,2,0,1,1,1,2,3,6,20
1510,13737,810,700,2560,10202,1,1,1,0,61,0,3,3,4,4,0,1,1,1,0,3,4,20
1710,3469,1710,0,2120,3560,0,6,23,3,99,0,0,2,6,1,0,1,1,0,2,3,9,9
2790,10819,2790,0,3080,12603,0,4,8,4,96,0,0,2,8,0,0,1,1,0,2,4,10,9
