sqft_living,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,year,month,day,weekday,yr_built,yr_renovated,view,condition,grade,season,waterfront,living_renovate,lot_renovate,basement,floors,bedrooms,bathrooms,major_city
19,5,34,0,3,4,0,7,10,0,4,66,0,2,6,1,0,1,0,0,0,2,7,20
10,13,8,1,26,13,1,3,28,2,38,0,0,2,5,0,0,1,0,1,0,2,3,20
20,40,5,3,25,26,0,9,26,0,81,0,0,2,5,2,0,1,1,1,0,3,6,18
35,6,18,4,12,6,0,9,13,1,68,0,0,2,5,2,0,1,0,1,0,3,6,20
85,8,90,0,91,10,0,9,6,1,114,0,0,2,7,2,0,0,1,0,2,4,10,17
27,20,44,0,22,27,0,6,9,3,59,0,0,3,5,1,0,1,1,0,0,3,5,18
45,49,62,0,51,49,0,11,17,3,99,0,0,2,5,3,0,1,1,0,2,3,9,4
35,6,53,0,65,6,0,6,13,0,9,0,0,4,5,1,0,1,0,0,1,3,3,20
68,25,53,6,73,39,1,3,21,2,63,0,0,2,6,0,0,1,1,1,0,4,8,20
4,34,7,0,19,35,0,4,18,0,81,0,0,3,5,0,0,1,1,0,0,2,3,18
94,11,87,7,97,10,0,7,3,0,114,0,0,2,7,1,0,1,1,1,2,4,13,12
22,34,38,0,22,37,0,7,25,1,56,0,0,3,5,1,0,1,1,0,0,3,5,1
13,35,24,0,7,37,0,5,2,1,69,0,0,3,4,0,0,0,1,0,0,3,3,13
77,15,84,0,73,9,0,6,8,2,101,0,0,2,6,1,0,1,1,0,2,3,9,17
32,42,50,0,58,46,0,6,21,1,81,0,0,2,5,1,0,1,1,0,0,3,6,8
23,7,39,0,53,16,1,3,23,4,54,0,0,3,6,0,0,1,1,0,0,2,5,20
93,11,87,7,97,10,0,8,7,0,114,0,0,2,7,1,0,1,1,1,2,5,13,12
66,4,70,1,73,3,0,4,18,0,97,0,0,2,7,0,0,0,1,1,2,3,13,12
28,1,26,1,24,0,0,5,17,2,110,0,0,2,5,0,0,0,1,1,2,3,8,20
89,25,93,0,97,29,0,11,28,0,105,0,0,2,7,3,0,1,1,0,2,4,9,17
68,21,78,0,71,21,1,1,4,3,89,0,0,2,6,4,0,1,1,0,2,3,9,9
36,16,54,0,43,16,1,0,26,1,90,0,0,2,5,4,0,1,0,0,2,3,9,11
35,9,53,0,31,12,0,8,21,0,16,0,0,3,4,1,0,1,1,0,0,3,6,20
48,29,47,2,49,27,1,2,17,2,77,0,0,2,6,4,0,1,1,1,0,3,8,12
93,48,96,0,79,46,0,11,22,1,104,0,0,2,7,3,0,1,1,0,2,4,9,13
39,29,43,1,59,20,0,4,29,4,47,0,0,2,6,0,0,1,1,1,0,3,6,20
2,1,4,0,34,3,1,1,15,0,105,0,0,2,5,4,0,1,1,0,2,2,5,20
13,2,8,1,85,13,0,6,14,1,9,0,1,2,5,1,0,1,1,1,0,2,3,20
86,49,69,8,82,49,1,3,28,2,87,0,0,2,5,0,0,1,1,1,2,4,9,0
89,13,85,4,92,10,1,3,5,0,114,0,0,2,7,0,0,1,1,1,2,3,10,21
93,46,96,0,95,47,0,6,21,1,91,0,0,3,7,1,0,1,1,0,2,4,9,23
2,43,0,1,10,31,0,5,19,4,31,0,0,1,4,0,0,1,1,1,0,1,3,20
84,8,90,0,91,10,0,5,19,4,114,0,0,2,6,0,0,1,1,0,2,4,9,17
13,27,24,0,7,23,0,4,4,0,58,0,0,3,4,0,0,0,1,0,0,2,3,20
11,0,8,1,22,0,1,4,4,1,101,0,0,2,5,0,0,1,0,1,2,2,5,20
35,6,53,0,35,4,0,5,22,0,105,0,0,2,5,0,0,0,1,0,2,3,8,9
37,13,13,5,34,19,1,0,27,2,77,0,0,4,5,4,0,1,1,1,0,3,3,11
0,15,0,0,4,10,0,10,25,2,47,0,0,2,3,3,0,1,1,0,0,1,3,20
38,4,55,0,39,4,0,6,1,2,102,0,0,2,6,1,0,1,1,0,2,4,8,0
87,20,92,0,92,20,0,9,12,0,104,0,0,2,7,2,0,1,1,0,2,4,9,17
27,18,9,3,56,18,0,11,2,2,41,0,0,3,5,3,0,1,0,1,0,2,3,20
32,18,50,0,18,18,0,7,4,1,31,0,0,3,4,1,0,1,0,0,1,3,5,6
55,11,70,0,73,7,0,7,3,0,105,0,0,2,6,1,0,1,1,0,2,3,9,23
50,11,66,0,55,7,0,8,25,4,51,0,0,4,5,1,0,0,1,0,2,5,10,20
68,39,78,0,76,40,0,6,20,0,87,0,0,2,8,1,0,1,1,0,2,3,9,9
89,44,93,0,91,46,0,4,14,3,85,0,0,2,8,0,0,1,1,0,2,4,9,17
76,40,39,9,75,33,1,1,25,3,79,0,0,2,5,4,0,1,1,1,0,5,9,12
27,29,44,0,44,27,0,5,5,4,65,0,0,3,5,0,0,1,1,0,0,4,7,1
35,48,53,0,50,49,0,6,10,4,66,0,0,3,5,1,0,1,1,0,0,3,6,22
8,11,14,0,2,13,0,4,19,1,67,0,0,3,4,0,0,0,1,0,0,3,3,18
99,40,98,10,99,27,0,11,28,0,16,0,0,3,9,3,0,1,1,1,2,5,12,20
97,44,98,0,92,45,0,9,8,3,85,53,0,2,9,2,0,1,1,0,2,4,17,14
22,2,16,2,33,4,1,1,16,1,54,0,0,2,5,4,0,1,1,1,2,2,3,20
6,20,11,0,1,20,0,8,2,2,47,0,0,2,5,1,0,0,0,0,0,3,3,20
76,30,84,0,67,13,1,0,8,4,103,0,0,2,6,4,0,1,1,0,2,4,9,0
82,31,41,10,72,32,0,7,24,0,52,0,2,4,6,1,0,1,1,1,0,4,9,20
26,22,43,0,37,26,0,8,4,4,50,37,0,4,5,1,0,1,1,0,0,4,8,20
91,48,95,0,99,47,0,7,0,4,90,0,0,2,9,1,0,1,1,0,2,3,9,17
77,49,85,0,81,48,0,6,8,2,64,0,0,3,7,1,0,1,1,0,0,3,7,6
95,21,67,10,96,23,1,1,17,2,49,0,0,4,7,4,0,1,1,1,0,3,10,20
69,27,79,0,72,31,1,3,27,1,86,0,0,3,6,0,0,1,1,0,2,3,9,18
0,6,0,0,11,20,1,0,27,2,33,0,0,2,3,4,0,1,1,0,0,2,3,20
38,2,19,4,34,0,1,2,9,1,114,0,0,2,7,4,0,1,1,1,2,3,9,20
27,2,44,0,23,2,0,10,12,3,86,0,0,2,5,3,0,0,0,0,1,2,7,8
66,9,77,0,73,9,0,10,6,4,104,0,0,2,6,3,0,1,0,0,2,4,9,18
0,28,0,0,6,29,0,5,10,2,39,0,0,2,3,0,0,1,1,0,0,1,3,20
8,5,14,0,14,0,0,4,6,2,4,0,0,3,4,0,0,1,1,0,1,2,5,20
31,7,49,0,26,5,0,7,10,0,26,0,0,3,5,1,0,1,1,0,1,3,6,20
72,17,81,0,71,17,1,2,19,4,112,0,0,2,6,4,0,1,0,0,2,4,9,11
29,26,19,2,43,27,0,11,28,0,67,0,0,3,5,3,0,1,1,1,0,3,3,11
99,45,99,0,98,46,0,6,28,1,106,0,0,2,10,1,0,1,1,0,2,5,20,1
86,46,70,8,98,46,0,5,15,0,50,0,3,3,7,0,0,1,1,1,0,4,9,14
40,6,57,0,41,4,1,4,4,1,92,0,0,2,5,0,0,0,1,0,2,3,9,11
19,5,16,1,62,16,0,9,9,4,55,0,1,2,5,2,0,1,1,1,0,2,6,20
1,3,2,0,0,10,0,7,10,0,37,0,0,2,4,1,0,1,1,0,0,2,3,20
35,30,53,0,70,36,0,4,22,4,87,0,0,2,7,0,0,1,1,0,0,3,7,18
28,1,32,1,24,2,1,3,6,1,108,0,0,2,8,0,0,0,1,1,2,3,9,20
57,10,24,7,50,13,0,8,29,1,69,0,2,2,6,1,0,1,1,1,0,3,3,20
0,21,0,0,15,24,0,9,14,2,100,0,0,2,4,2,0,1,1,0,0,1,3,20
53,18,29,6,65,19,1,1,24,2,64,0,0,2,6,4,0,1,1,1,0,3,10,20
70,18,49,7,73,20,1,0,27,2,74,0,0,2,6,4,0,1,1,1,0,4,9,12
3,13,5,0,3,13,0,9,25,6,9,0,0,3,5,2,0,1,1,0,0,2,3,20
66,39,77,0,73,35,0,5,19,4,97,0,0,2,6,0,0,0,1,0,2,4,9,16
96,44,98,0,98,45,0,6,1,2,83,0,2,3,9,1,0,0,1,0,2,4,9,1
8,41,14,0,3,24,0,7,7,4,73,0,0,2,4,1,0,1,1,0,0,2,3,20
55,26,55,2,72,37,1,2,15,0,40,0,3,4,6,4,0,1,1,1,0,3,3,20
8,11,14,0,21,8,1,3,22,3,12,0,2,2,5,0,0,1,1,0,1,3,3,20
35,6,53,0,21,4,0,6,13,0,98,0,0,2,6,1,0,1,1,0,2,3,9,20
36,18,54,0,43,18,0,11,2,2,77,0,0,3,6,3,0,1,1,0,2,3,7,17
91,20,95,0,96,17,0,10,16,0,110,0,0,2,7,3,0,1,1,0,2,4,10,17
63,9,75,0,87,10,0,4,13,2,106,0,0,2,5,0,0,1,1,0,2,4,9,11
64,21,76,0,67,20,1,3,8,3,99,0,0,2,6,0,0,1,1,0,2,5,9,13
2,11,0,1,54,10,1,3,23,4,36,0,1,2,5,0,0,1,0,1,0,1,3,20
12,12,0,4,42,16,1,3,0,2,42,0,0,2,4,0,0,1,1,1,0,3,6,20
29,0,46,0,17,0,0,7,19,2,106,0,0,2,6,1,0,1,1,0,4,3,12,20
96,41,98,0,98,41,0,6,8,2,100,0,0,2,9,1,0,1,1,0,2,5,17,19
4,6,7,0,31,3,0,4,26,1,10,0,0,2,4,0,0,1,1,0,0,2,3,20
74,35,82,0,19,36,0,5,26,4,113,0,0,2,5,0,0,1,1,0,2,4,11,20
89,8,87,3,84,9,1,4,12,2,111,0,0,2,6,0,0,1,1,1,2,3,12,19
2,27,4,0,12,27,0,7,3,0,54,0,0,2,4,1,0,1,0,0,0,2,3,20
95,43,97,0,97,44,0,6,27,0,83,0,1,3,8,1,0,1,1,0,2,4,9,15
35,3,53,0,35,3,0,5,10,2,105,0,0,2,5,0,0,0,1,0,2,3,8,9
69,21,36,8,41,23,0,5,22,0,55,0,0,2,6,0,0,1,1,1,0,3,6,20
59,47,72,0,58,48,1,4,7,4,74,0,0,2,5,0,0,1,0,0,2,4,5,17
44,3,61,0,47,3,1,2,9,1,79,0,0,3,7,4,0,0,1,0,2,2,8,1
44,3,61,0,47,3,1,2,9,1,79,0,2,3,7,4,0,0,1,0,2,2,8,1
38,43,55,0,34,46,1,3,8,3,91,0,0,2,5,0,0,1,1,0,1,2,5,13
75,36,83,0,86,37,1,0,27,2,94,0,0,2,7,4,0,1,0,0,2,4,9,11
0,7,0,0,1,7,1,3,17,5,47,0,0,2,2,0,0,1,0,0,0,1,3,20
75,31,51,8,65,31,0,5,17,2,79,0,0,3,6,0,0,1,1,1,0,4,9,8
77,28,46,9,62,26,0,9,8,3,66,0,0,3,5,2,0,1,1,1,0,4,6,1
94,46,97,0,97,46,0,8,18,4,83,0,0,2,8,1,0,0,0,0,2,4,9,23
3,0,5,0,3,0,0,4,27,2,107,0,0,2,5,0,0,1,1,0,2,2,5,20
62,30,25,8,67,27,0,4,6,2,54,0,1,3,6,0,0,1,1,1,0,4,7,20
70,20,80,0,77,30,1,2,22,0,93,0,0,2,6,4,0,1,1,0,2,4,9,18
17,3,10,2,54,6,0,9,8,3,70,0,0,2,5,2,0,1,1,1,0,3,8,20
42,15,20,5,25,8,0,5,15,0,26,0,0,3,5,0,0,1,1,1,1,3,3,20
45,29,35,3,53,28,0,11,23,2,76,0,0,2,5,3,0,1,1,1,0,3,6,23
54,7,68,0,59,15,0,11,15,1,98,0,0,2,6,3,0,0,1,0,2,3,9,12
6,26,11,0,28,26,1,1,26,4,84,0,0,2,5,4,0,1,0,0,0,3,7,11
9,32,16,0,24,30,0,7,13,3,56,0,0,2,4,1,0,1,1,0,0,3,5,20
46,38,62,0,39,36,0,6,8,2,50,0,0,3,5,1,0,1,1,0,1,4,5,20
12,16,9,1,65,17,0,5,1,0,41,0,0,3,5,0,0,1,1,1,0,2,3,20
13,18,10,1,44,18,0,6,24,4,54,0,0,2,5,1,0,1,1,1,0,3,3,20
30,39,16,3,65,42,1,0,20,2,79,0,0,2,5,4,0,1,1,1,0,3,8,8
5,12,9,0,44,8,0,10,23,0,49,0,0,4,5,3,0,1,1,0,0,2,3,20
52,8,30,5,75,7,0,6,8,2,29,0,3,4,6,1,0,1,0,1,2,3,7,20
48,46,46,2,85,46,1,3,19,0,79,0,0,2,7,0,0,1,1,1,0,4,11,17
60,28,28,7,61,26,0,11,21,0,78,0,0,3,5,3,0,1,1,1,0,4,8,8
82,25,88,0,72,36,1,3,15,3,77,0,0,3,6,0,0,1,1,0,2,5,8,1
92,48,95,0,76,48,0,7,25,1,101,0,0,2,7,1,0,1,1,0,2,4,13,13
37,10,55,0,72,9,0,5,26,4,3,0,3,2,6,0,0,1,0,0,1,3,8,20
27,44,44,0,17,46,0,5,25,3,68,0,0,3,5,0,0,1,1,0,0,3,7,0
3,10,6,0,14,16,1,2,10,2,41,0,0,2,5,4,0,1,1,0,0,2,3,20
28,42,46,0,25,44,0,7,24,0,25,52,0,2,4,1,0,0,1,0,0,3,6,22
76,8,84,0,83,9,1,3,27,1,104,0,0,2,7,0,0,1,1,0,2,4,9,9
36,4,54,0,38,3,0,11,10,3,3,0,0,2,5,3,0,1,0,0,1,4,5,20
85,21,90,0,91,21,0,6,11,5,114,0,0,2,7,1,0,0,1,0,2,4,10,12
51,8,14,7,22,10,0,6,23,3,51,0,0,4,5,1,0,1,1,1,0,4,6,20
89,45,77,8,75,46,0,5,26,4,50,0,1,3,6,0,0,1,1,1,1,5,9,20
43,49,28,4,63,49,1,3,20,1,80,0,0,2,5,0,0,1,1,1,0,3,8,23
81,6,87,0,45,7,0,9,29,3,111,0,0,2,7,2,0,1,1,0,2,4,9,20
77,30,85,0,83,28,0,7,21,4,98,0,0,2,5,1,0,0,1,0,2,4,9,11
29,27,47,0,30,28,0,10,17,1,52,0,0,2,5,3,0,1,1,0,1,3,3,20
0,13,0,0,34,14,0,11,4,4,22,0,0,3,4,3,0,1,1,0,0,2,3,20
33,11,51,0,80,15,1,2,11,3,114,0,0,2,4,4,0,1,1,0,0,3,6,11
93,42,63,10,95,40,0,7,28,4,68,0,2,3,6,1,0,1,1,1,0,4,10,15
29,6,46,0,26,5,0,8,15,1,110,0,0,2,6,1,0,0,1,0,0,2,7,17
36,38,54,0,11,26,0,7,12,2,58,46,0,2,5,1,0,1,1,0,2,2,6,20
3,25,5,0,2,24,1,3,21,2,40,0,2,3,4,0,0,1,1,0,0,3,3,6
15,3,5,2,41,5,0,8,23,2,20,0,0,2,5,1,0,1,1,1,1,2,3,20
3,14,5,0,3,14,0,7,6,3,4,0,0,2,4,1,0,1,0,0,0,2,3,20
83,45,45,10,89,45,0,8,3,3,87,0,0,2,8,1,0,0,1,1,0,3,9,1
38,12,55,0,39,10,1,1,4,3,87,0,1,3,5,4,0,0,1,0,0,3,7,18
27,21,44,0,15,21,0,10,10,1,95,0,0,4,5,3,0,1,0,0,2,3,9,2
8,43,15,0,73,38,0,9,8,3,54,0,0,2,4,2,0,1,1,0,0,2,3,18
6,25,10,0,17,22,0,4,20,2,69,0,0,4,5,0,0,1,1,0,0,3,5,12
52,45,18,7,91,46,0,4,27,2,37,52,4,2,6,0,1,1,1,1,0,3,9,20
35,32,5,6,78,43,0,6,27,0,43,0,0,3,5,1,0,1,1,1,1,4,6,18
4,6,7,0,12,6,0,7,14,4,6,0,0,3,5,1,0,1,0,0,0,2,3,20
73,9,72,2,64,9,1,2,12,4,16,0,0,3,6,4,0,1,1,1,1,5,10,20
29,2,46,0,26,2,0,10,25,2,85,0,0,3,6,3,0,0,1,0,2,2,5,1
73,48,46,8,71,48,0,7,5,2,113,0,0,2,7,1,0,1,1,1,0,3,9,9
13,46,23,0,72,43,0,11,18,4,52,0,0,2,5,3,0,1,1,0,0,3,3,0
0,8,0,0,3,10,0,7,25,1,22,0,0,2,3,1,0,1,1,0,0,1,3,18
9,2,17,0,15,4,1,1,16,1,82,0,0,3,6,4,0,1,1,0,0,2,6,20
87,39,92,0,99,42,1,0,15,4,102,0,2,2,7,4,0,1,1,0,2,3,9,21
37,25,55,0,72,26,0,5,3,2,92,0,0,2,6,0,0,1,1,0,0,3,7,11
12,27,22,0,25,28,0,10,11,2,50,0,0,3,5,3,0,1,0,0,0,2,5,20
68,40,78,0,71,44,0,5,4,3,101,0,0,2,5,0,0,1,1,0,2,3,9,5
35,45,53,0,34,46,0,7,21,4,75,0,0,2,4,1,0,1,1,0,2,3,3,5
15,1,16,1,8,0,0,5,16,1,109,0,0,2,6,0,0,0,1,1,2,3,8,20
85,48,75,6,90,49,1,3,29,3,89,0,0,2,7,0,0,0,1,1,0,3,8,17
0,49,1,0,50,49,0,11,29,1,35,0,0,3,4,3,0,1,1,0,0,1,3,0
1,28,2,0,69,29,0,7,19,2,24,0,0,3,4,1,0,1,0,0,0,2,3,20
23,12,7,3,4,15,0,5,8,0,56,0,0,3,5,0,0,1,1,1,0,3,3,20
31,6,9,4,30,9,0,7,25,1,24,0,0,3,4,1,0,0,1,1,0,4,7,20
97,46,98,0,99,47,1,1,4,3,91,0,0,2,9,4,0,1,1,0,2,4,14,17
97,29,98,0,91,39,0,7,4,1,114,0,0,2,8,1,0,1,1,0,2,5,17,12
38,2,19,4,34,1,1,2,23,1,114,0,0,2,7,4,0,1,1,1,2,3,9,20
2,0,4,0,0,0,1,3,20,1,105,0,0,2,5,0,0,0,1,0,2,2,5,20
10,27,18,0,21,28,0,7,11,1,49,0,0,2,5,1,0,1,1,0,0,3,3,20
1,0,2,0,11,0,1,0,11,0,106,0,0,2,6,4,0,1,1,0,4,1,5,20
20,17,35,0,9,16,0,11,8,1,20,0,0,3,5,3,0,1,1,0,1,3,3,20
89,23,93,0,96,23,0,4,19,1,104,0,0,2,8,0,0,1,1,0,2,4,9,19
49,36,65,0,53,25,0,6,7,1,21,22,0,2,6,1,0,0,1,0,0,4,9,20
40,6,15,5,15,4,0,5,22,0,24,0,0,4,5,0,0,1,1,1,0,4,7,20
96,43,91,7,98,43,1,4,4,1,38,0,2,2,10,0,0,0,1,1,2,4,12,20
85,46,90,0,97,46,0,6,21,1,99,0,3,2,7,1,0,1,0,0,2,4,9,18
35,39,30,2,37,32,1,2,30,1,47,0,0,2,5,4,0,1,1,1,0,2,3,20
84,16,65,8,51,12,0,7,21,4,100,0,2,2,9,1,0,1,1,1,2,3,8,20
56,12,70,0,83,8,0,6,18,5,114,0,0,2,7,1,0,1,1,0,2,3,9,0
92,6,95,0,44,5,0,9,15,3,114,0,0,2,7,2,0,1,0,0,4,4,13,20
30,13,18,3,3,13,0,9,15,3,81,0,0,2,5,2,0,1,0,1,0,4,7,20
13,4,3,2,14,3,1,3,1,3,4,59,0,2,5,0,0,1,1,1,0,2,6,20
89,8,77,7,72,15,0,5,29,0,31,0,0,3,7,0,0,1,1,1,1,4,10,20
39,4,43,1,34,4,1,3,6,1,14,0,0,2,6,0,0,1,1,1,1,2,3,20
24,39,41,0,60,37,0,10,10,1,64,0,0,3,6,3,0,1,1,0,0,3,6,17
21,42,36,0,27,43,0,8,24,3,81,0,0,3,4,1,0,1,1,0,0,3,3,17
34,39,25,2,34,34,0,8,9,2,84,0,2,2,5,1,0,0,1,1,0,3,6,17
56,22,56,2,62,23,1,3,20,1,79,0,0,2,6,0,0,0,1,1,0,3,8,11
54,24,69,0,71,24,1,4,5,2,110,0,0,2,6,0,0,1,0,0,2,3,9,11
48,48,64,0,80,45,0,9,19,0,87,61,0,2,6,2,0,1,1,0,1,3,8,7
29,33,47,0,61,35,0,7,25,1,66,0,0,2,6,1,0,1,0,0,0,3,6,8
76,11,32,10,70,10,0,6,17,4,26,0,0,4,6,1,0,1,0,1,0,2,9,20
51,21,10,8,21,21,0,5,1,0,40,0,0,3,6,0,0,1,0,1,0,3,9,20
80,30,87,0,84,33,0,5,3,2,87,0,0,3,7,0,0,1,1,0,2,4,9,1
67,12,78,0,87,13,0,5,2,1,113,0,0,2,6,0,0,1,1,0,2,3,11,16
93,10,87,7,88,9,0,9,17,5,104,0,0,2,6,2,0,1,0,1,2,5,12,13
10,15,1,2,66,19,0,8,22,1,4,0,1,2,4,1,0,1,1,1,0,2,3,20
0,38,0,0,67,40,1,3,29,3,103,0,0,2,3,0,0,1,0,0,0,2,3,18
37,4,6,6,14,0,0,5,18,3,11,0,0,4,5,0,0,1,1,1,0,6,7,20
55,42,70,0,54,42,0,6,23,3,89,0,0,2,5,1,0,1,1,0,2,4,9,5
8,37,15,0,19,38,0,4,8,4,73,0,0,3,5,0,0,1,0,0,0,3,5,12
48,30,8,8,52,21,1,2,19,4,27,0,0,2,5,4,0,0,1,1,0,3,6,20
89,18,93,0,95,18,1,4,0,4,108,0,0,2,7,0,0,1,1,0,2,3,9,18
67,18,34,8,73,29,1,4,7,4,58,0,1,2,6,0,0,0,1,1,0,5,6,20
10,2,8,1,17,2,0,4,15,4,107,0,0,2,6,0,0,1,0,1,2,3,5,20
48,19,41,3,61,22,1,2,26,4,72,0,0,3,6,4,0,1,1,1,0,3,8,1
19,13,22,1,3,13,0,4,20,2,45,0,0,2,4,0,0,1,1,1,1,4,3,20
21,49,36,0,73,49,0,9,28,2,47,0,0,2,4,2,0,1,1,0,0,2,3,23
85,22,90,0,91,22,0,5,5,4,114,0,0,2,7,0,0,0,0,0,2,4,10,12
63,8,75,0,69,7,0,4,20,2,114,0,0,2,6,0,0,0,1,0,2,4,9,20
36,3,54,0,34,3,0,11,16,2,95,0,0,2,5,3,0,1,1,0,2,2,8,18
9,19,16,0,39,26,0,11,10,3,51,0,0,3,5,3,0,1,1,0,0,2,3,20
49,48,65,0,65,47,0,7,5,2,71,0,0,3,6,1,0,1,1,0,0,4,6,11
