sqft_living,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,year,month,day,weekday,yr_built,yr_renovated,view,condition,grade,season,waterfront,living_renovate,lot_renovate,basement,floors,bedrooms,bathrooms,major_city
81,19,88,0,52,21,0,11,8,1,107,0,0,2,7,3,0,1,1,0,2,4,9,13
97,17,95,7,94,16,0,9,5,0,107,0,2,2,8,2,0,1,1,1,2,5,13,9
96,24,98,0,97,28,0,7,30,6,111,0,2,2,8,1,0,1,1,0,2,5,12,19
82,38,88,0,55,35,0,5,18,3,101,0,0,2,6,0,0,1,1,0,2,4,9,12
57,42,71,0,39,43,0,6,7,1,61,0,0,2,5,1,0,1,1,0,0,3,8,16
35,38,34,2,35,40,1,2,5,4,79,0,0,3,5,4,0,0,0,1,0,3,6,16
22,12,38,0,2,12,0,11,15,1,86,0,0,2,5,3,0,1,0,0,0,3,6,20
92,20,76,9,80,18,0,4,5,1,28,0,0,3,8,0,0,1,1,1,2,4,8,20
51,27,66,0,56,28,0,6,16,3,61,0,0,2,5,1,0,0,1,0,0,4,7,20
10,21,19,0,16,21,0,5,16,1,46,0,0,2,5,0,0,1,0,0,1,4,3,20
80,10,67,6,76,13,0,5,12,4,5,59,0,2,7,0,0,1,1,1,2,4,9,20
83,11,89,0,59,10,0,9,15,3,114,0,0,2,7,2,0,1,0,0,4,3,8,20
51,47,39,4,59,48,0,8,29,1,82,0,0,3,5,1,0,1,1,1,0,3,6,23
10,15,18,0,45,17,0,7,0,4,55,0,0,3,5,1,0,1,1,0,0,3,3,11
70,4,80,0,83,5,0,9,7,2,110,0,0,2,6,2,0,1,1,0,2,4,9,18
34,49,52,0,47,4,0,5,8,0,48,0,0,1,4,0,0,1,1,0,1,2,6,21
45,41,62,0,49,39,0,9,0,2,51,0,0,2,5,2,0,1,1,0,0,3,3,20
3,19,5,0,25,19,1,1,3,2,47,0,0,2,4,4,0,1,1,0,0,2,3,20
74,13,82,0,83,13,1,3,14,2,104,0,0,2,5,0,0,1,1,0,2,3,9,13
22,26,38,0,53,26,1,2,12,4,85,0,0,2,5,4,0,1,0,0,0,3,6,18
10,35,19,0,7,36,1,2,23,1,62,0,0,2,5,4,0,1,1,0,0,3,3,12
50,20,66,0,63,20,1,3,26,0,95,0,0,2,6,0,0,1,1,0,2,4,9,18
59,35,72,0,52,26,1,3,2,4,81,0,0,2,6,0,0,1,1,0,2,4,8,9
19,1,33,0,16,1,0,11,30,2,103,0,0,2,5,3,0,1,1,0,4,3,7,20
77,45,85,0,92,45,0,6,13,0,96,0,0,2,7,1,0,1,1,0,2,4,9,18
84,20,90,0,95,20,0,11,9,2,109,0,0,2,8,3,0,1,0,0,2,3,9,19
17,2,16,1,11,2,0,10,23,0,108,0,0,2,6,3,0,0,1,1,2,3,8,20
84,43,89,0,90,44,1,2,4,3,94,0,0,2,8,4,0,1,0,0,2,3,9,19
98,42,98,6,91,30,0,11,29,1,100,0,3,2,9,3,0,1,1,1,2,5,19,15
69,5,37,8,69,1,1,3,10,5,24,59,0,2,5,0,0,1,1,1,0,4,14,20
29,0,41,1,12,1,1,1,17,2,113,0,0,2,6,4,0,1,1,1,4,2,6,20
93,43,75,10,96,44,1,0,15,4,93,0,4,2,8,4,0,1,1,1,0,4,9,19
60,20,73,0,59,20,0,6,15,2,94,0,0,2,6,1,0,1,1,0,2,4,9,11
19,0,34,0,13,0,0,7,12,2,108,0,0,2,6,1,0,0,1,0,4,3,10,20
91,43,94,0,98,44,1,1,24,2,87,0,0,3,8,4,0,1,1,0,2,4,7,23
41,36,58,0,19,37,0,8,16,2,77,0,0,4,5,1,0,1,1,0,0,3,8,11
49,33,34,4,86,34,1,3,5,0,41,0,1,3,6,0,0,1,0,1,0,3,6,20
11,30,10,1,12,32,1,0,19,1,42,0,0,2,4,4,0,1,0,1,0,3,3,20
31,0,38,1,29,0,0,9,21,2,104,0,0,2,6,2,0,0,1,1,4,3,9,20
65,39,76,0,89,41,0,5,25,3,68,0,0,3,7,0,0,1,1,0,0,3,7,15
50,34,65,0,52,26,0,7,12,2,68,0,0,3,6,1,0,1,1,0,0,4,8,18
34,18,52,0,12,16,1,0,21,3,52,0,0,3,5,4,0,1,1,0,0,4,7,20
80,35,58,8,80,37,1,3,20,1,57,0,0,3,5,0,0,1,0,1,0,5,11,1
6,0,10,0,1,0,0,9,13,1,108,0,0,2,6,2,0,0,1,0,4,2,9,20
36,35,18,4,36,27,0,5,12,4,61,0,0,3,5,0,0,0,1,1,0,3,5,20
85,5,73,7,90,9,0,6,2,3,99,0,0,2,7,1,0,0,1,1,2,4,12,20
32,2,29,2,1,2,0,9,22,3,107,0,0,2,6,2,0,1,0,1,2,3,12,20
20,42,35,0,13,36,0,4,27,2,78,0,0,3,4,0,0,1,1,0,0,3,3,11
86,46,91,0,57,48,0,7,10,0,104,0,0,2,6,1,0,1,1,0,0,3,9,17
56,5,23,7,42,2,0,10,12,3,5,39,0,2,5,3,0,1,1,1,1,3,6,20
98,46,99,0,99,46,1,0,13,2,90,0,0,2,10,4,0,1,1,0,2,5,15,1
85,35,65,9,81,41,0,9,14,2,107,0,0,2,6,2,0,1,1,1,0,4,10,18
42,6,32,3,20,5,0,6,15,2,63,0,0,2,6,1,0,1,0,1,0,3,6,20
42,2,60,0,59,3,0,11,10,3,99,0,0,2,6,3,0,1,1,0,4,3,7,20
50,49,32,5,88,49,0,6,21,1,80,0,2,2,5,1,0,1,1,1,0,3,6,17
87,43,79,5,68,45,1,3,16,4,96,0,0,2,6,0,0,1,1,1,2,4,13,10
46,28,63,0,33,28,1,3,18,6,52,0,0,2,6,0,0,1,0,0,0,3,6,20
84,47,89,0,41,48,0,6,22,2,60,52,0,3,6,1,0,1,1,0,0,4,10,2
20,3,35,0,16,12,0,6,30,3,84,0,0,2,5,1,0,1,1,0,2,3,7,20
5,18,9,0,22,17,0,11,3,3,42,0,1,3,4,3,0,1,1,0,0,2,3,12
35,39,53,0,63,48,0,4,5,1,71,0,0,3,5,0,0,1,1,0,0,3,6,16
5,17,9,0,4,8,1,1,12,4,74,0,3,2,4,4,0,1,1,0,0,3,3,20
69,44,46,7,74,44,0,8,18,4,99,0,0,2,6,1,0,1,1,1,0,4,11,8
26,49,9,3,47,44,0,8,10,3,66,0,0,4,5,1,0,1,1,1,0,2,6,6
76,24,84,0,83,41,0,5,19,4,96,0,0,2,6,0,0,0,1,0,2,4,9,18
8,20,15,0,30,18,1,3,29,3,83,0,0,3,4,0,0,1,1,0,0,3,5,20
24,44,41,0,45,42,0,4,27,2,27,0,0,3,5,0,0,1,1,0,1,3,3,10
84,8,74,6,66,16,1,2,9,1,107,0,0,2,7,4,0,1,1,1,2,4,12,20
48,13,55,1,47,10,0,7,18,1,40,0,0,3,5,1,0,1,1,1,1,4,7,20
31,6,49,0,65,6,0,5,2,1,30,0,0,2,7,0,0,1,0,0,1,4,10,20
80,43,87,0,94,44,0,9,22,3,82,0,0,2,8,2,0,1,0,0,2,3,8,20
83,36,89,0,90,38,1,2,24,2,85,0,0,3,8,4,0,1,1,0,2,3,9,19
50,33,66,0,74,36,1,3,22,3,58,0,0,2,6,0,0,1,1,0,0,3,6,15
85,28,59,9,60,29,1,4,5,2,63,0,0,3,6,0,0,1,0,1,0,3,9,1
7,42,12,0,24,43,1,1,17,2,33,0,0,2,4,4,0,1,1,0,1,2,3,20
60,27,43,5,66,27,0,9,15,3,60,0,0,2,6,2,0,0,1,1,0,3,8,20
26,39,31,1,22,38,0,11,2,2,36,0,0,2,4,3,0,0,1,1,1,5,3,20
16,41,28,0,22,42,1,3,23,4,31,0,0,3,4,0,0,1,0,0,1,3,3,21
70,21,79,0,45,21,0,11,22,1,106,0,0,2,6,3,0,1,0,0,2,5,9,0
24,44,41,0,65,45,0,10,16,0,55,0,0,2,5,3,0,1,1,0,0,3,6,1
0,18,1,0,0,18,0,9,8,3,43,0,0,2,4,2,0,0,0,0,0,2,3,20
11,40,20,0,10,39,1,0,5,1,53,0,0,3,5,4,0,1,1,0,0,2,3,18
58,9,71,0,64,8,1,0,19,1,102,0,0,2,7,4,0,0,1,0,2,4,9,17
68,40,78,0,31,40,0,8,3,3,61,0,0,2,5,1,0,1,1,0,0,5,8,20
68,48,28,9,67,48,1,2,19,4,71,0,0,3,5,4,0,1,1,1,0,4,6,9
32,30,50,0,36,24,0,9,20,1,90,0,0,2,5,2,0,1,1,0,2,3,9,0
31,2,49,0,27,2,0,9,29,3,106,0,0,2,6,2,0,1,0,0,4,3,11,20
63,42,38,7,70,39,0,11,8,1,52,0,1,4,5,3,0,0,1,1,0,5,11,20
40,40,57,0,21,41,0,6,17,4,56,0,0,3,5,1,0,1,1,0,0,3,6,1
39,8,57,0,42,5,0,5,11,3,104,0,0,2,6,0,0,1,1,0,2,3,8,9
53,9,41,4,47,15,0,5,1,0,32,0,2,3,6,0,0,1,1,1,1,4,8,20
73,46,82,0,93,47,1,2,24,2,94,0,2,2,7,4,0,1,1,0,0,3,7,13
83,19,89,0,89,38,0,6,21,1,105,0,0,2,7,1,0,0,1,0,2,4,9,12
21,36,37,0,36,37,1,1,18,3,47,0,0,2,4,4,0,1,0,0,0,3,5,20
14,19,25,0,1,24,0,9,23,4,59,0,0,2,4,2,0,1,1,0,0,3,3,1
91,43,94,0,95,42,1,2,3,2,100,0,0,2,8,4,0,0,1,0,2,3,9,19
54,34,18,8,38,35,0,7,17,0,75,0,0,2,5,1,0,1,1,1,0,4,6,19
99,43,99,10,99,44,1,4,6,3,107,0,0,2,10,0,0,1,1,1,2,5,15,1
44,47,61,0,72,48,1,2,11,3,88,0,0,2,6,4,0,1,1,0,2,3,7,23
95,41,97,0,95,34,0,9,12,0,103,0,0,2,8,2,0,1,1,0,2,4,9,1
47,11,19,6,36,15,0,7,0,4,55,0,0,2,5,1,0,1,1,1,0,3,3,20
6,21,10,0,6,19,0,5,16,1,50,0,0,3,5,0,0,1,1,0,0,3,3,20
60,33,73,0,41,42,1,3,29,3,79,0,0,2,6,0,0,1,1,0,2,3,8,10
30,32,48,0,22,33,1,4,6,3,68,0,0,3,4,0,0,1,0,0,0,3,3,12
86,46,85,2,96,42,0,6,6,0,23,68,0,2,7,1,0,1,1,1,1,4,11,19
69,5,79,0,82,8,1,2,30,1,114,0,0,2,7,4,0,1,1,0,2,3,9,12
24,3,41,0,43,7,0,7,9,6,10,0,0,3,5,1,0,1,1,0,1,3,9,20
70,30,29,9,69,17,0,9,16,4,58,0,0,2,5,2,0,1,1,1,0,4,7,20
51,33,24,6,44,32,0,11,21,0,87,0,0,3,5,3,0,1,1,1,0,3,8,0
15,2,11,1,34,2,0,11,3,3,103,0,0,2,6,3,0,1,1,1,2,3,7,20
16,1,29,0,12,1,0,8,18,4,107,0,0,2,6,1,0,1,0,0,4,2,8,20
71,41,42,8,76,39,0,6,27,0,77,0,0,3,6,1,0,1,1,1,0,3,7,11
4,31,7,0,5,32,0,5,26,4,66,0,0,2,5,0,0,1,0,0,0,3,3,20
96,46,74,10,94,45,1,2,23,1,73,0,4,2,8,4,0,1,1,1,0,5,12,20
27,43,36,1,28,33,0,7,7,4,59,0,0,3,5,1,0,1,1,1,0,3,8,20
40,20,57,0,34,26,0,6,17,4,87,0,0,2,5,1,0,1,1,0,2,3,9,0
1,16,2,0,2,16,0,8,4,4,44,0,0,2,4,1,0,1,0,0,0,2,3,20
14,13,25,0,0,13,1,4,3,0,41,0,0,2,4,0,0,1,0,0,0,3,3,20
56,29,29,6,39,42,0,5,24,2,62,0,0,2,5,0,0,1,1,1,0,2,3,20
25,28,42,0,21,30,0,11,14,0,59,0,0,2,5,3,0,0,1,0,0,4,3,20
90,11,81,7,94,13,0,10,20,4,114,0,2,2,7,3,0,1,1,1,2,5,12,21
85,39,90,0,90,37,1,1,23,1,103,0,0,2,6,4,0,1,1,0,2,3,9,5
73,46,48,8,56,47,0,9,7,2,72,0,0,2,5,2,0,1,0,1,0,4,7,13
17,10,4,3,11,9,1,3,20,1,41,0,0,3,5,0,0,0,0,1,0,3,5,20
24,5,33,1,6,1,0,10,9,0,107,0,0,2,6,3,0,1,1,1,2,3,9,20
15,39,27,0,29,41,0,8,23,2,70,0,0,2,4,1,0,1,0,0,0,3,6,0
76,33,62,6,70,25,0,9,23,4,83,0,0,2,7,2,0,1,1,1,0,4,9,10
43,46,36,3,76,47,1,1,18,3,64,0,0,3,5,4,0,1,1,1,0,5,3,11
30,21,13,3,63,19,0,6,27,0,42,0,0,2,5,1,0,1,1,1,0,2,6,20
9,31,16,0,42,34,1,3,21,2,84,0,0,3,5,0,0,1,1,0,0,3,5,11
42,21,60,0,76,38,1,4,2,6,57,58,4,2,6,0,1,1,1,0,2,2,9,20
67,25,78,0,91,15,1,4,0,4,110,0,0,2,8,0,0,1,1,0,0,3,6,18
99,45,94,10,90,45,0,4,29,4,100,0,2,3,10,0,0,1,1,1,2,4,13,14
58,22,23,8,48,22,0,5,22,0,75,0,0,2,6,0,0,1,0,1,0,4,6,18
39,8,56,0,57,7,1,3,23,4,104,0,0,2,5,0,0,1,1,0,2,3,9,21
39,29,56,0,15,31,0,9,1,3,96,0,0,2,5,2,0,1,1,0,0,3,7,6
26,1,10,3,26,1,0,4,18,0,105,0,0,2,5,0,0,1,1,1,2,3,8,20
75,6,83,0,48,15,0,5,9,1,113,0,0,2,6,0,0,1,1,0,2,4,9,12
12,31,23,0,7,33,0,7,14,4,66,0,0,3,4,1,0,1,1,0,0,3,3,8
13,37,23,0,19,39,0,7,3,0,55,0,0,3,5,1,0,1,1,0,0,2,3,1
34,9,52,0,42,8,0,5,18,3,96,0,0,2,6,0,0,1,1,0,2,3,9,9
76,25,84,0,88,26,1,2,4,3,105,0,0,2,6,4,0,1,0,0,2,4,9,18
69,47,79,0,41,48,0,8,23,2,107,0,0,2,7,1,0,1,1,0,2,3,9,18
79,6,61,8,55,6,0,5,5,4,19,0,0,4,6,0,0,1,1,1,2,4,11,20
59,33,72,0,41,35,0,8,10,3,66,0,0,3,5,1,0,1,0,0,0,4,8,11
58,31,28,7,64,33,0,7,21,4,80,0,0,4,6,1,0,0,1,1,0,4,9,12
4,15,7,0,18,20,0,8,15,1,0,0,0,3,3,1,0,1,1,0,1,3,3,6
81,38,88,0,86,35,0,11,4,4,91,0,0,2,8,3,0,1,1,0,2,4,11,19
59,34,37,6,42,40,0,9,5,0,65,0,0,2,5,2,0,1,1,1,0,4,6,20
46,22,50,1,11,20,0,8,23,2,38,0,0,2,5,1,0,1,1,1,0,2,6,11
98,38,95,9,98,33,1,3,7,2,27,0,0,3,9,0,0,1,1,1,2,5,14,20
18,1,31,0,15,0,1,3,26,0,107,0,0,2,6,0,0,1,1,0,4,3,5,20
95,33,89,8,88,35,0,6,14,1,63,0,0,3,7,1,0,1,1,1,2,5,11,20
38,44,5,6,66,40,0,6,10,4,48,0,0,2,4,1,0,1,1,1,0,3,7,20
33,3,26,2,32,2,0,4,19,1,109,0,0,2,5,0,0,0,1,1,2,2,9,20
10,24,18,0,9,28,0,10,2,0,67,0,0,2,5,3,0,1,1,0,0,3,3,12
13,25,24,0,12,25,1,3,1,3,59,0,0,3,5,0,0,1,1,0,0,3,3,6
41,36,34,3,67,40,1,3,19,0,72,0,0,2,6,0,0,1,1,1,0,4,8,1
47,40,63,0,26,41,0,6,15,2,64,0,0,2,5,1,0,1,1,0,0,4,5,12
8,34,14,0,11,32,0,10,16,0,55,0,0,3,5,3,0,1,1,0,0,3,3,1
79,11,60,8,63,10,1,0,25,0,62,0,0,2,6,4,0,1,0,1,0,6,10,20
65,16,28,8,36,16,0,6,9,3,47,0,0,2,5,1,0,1,1,1,0,4,6,20
33,25,17,4,28,16,0,7,5,2,75,0,0,4,5,1,0,1,1,1,0,4,9,0
41,8,58,0,41,8,1,3,2,4,24,0,0,2,5,0,0,1,0,0,1,3,3,20
21,37,37,0,31,29,0,9,16,4,84,0,0,3,5,2,0,1,1,0,0,3,6,8
3,15,5,0,3,15,1,1,23,1,48,0,0,3,5,4,0,1,1,0,0,2,3,20
19,40,34,0,14,39,0,7,18,1,70,0,0,3,5,1,0,1,1,0,0,3,6,11
44,11,61,0,47,10,0,4,26,1,103,0,0,2,5,0,0,0,1,0,2,4,8,18
53,25,60,1,41,25,1,0,5,1,60,0,0,3,5,4,0,1,0,1,1,6,9,11
0,20,0,0,40,40,1,0,7,3,47,0,0,3,3,4,0,1,1,0,0,2,3,20
0,27,0,0,4,14,1,1,22,0,27,0,0,2,5,4,0,1,1,0,0,2,3,20
87,30,92,0,88,33,1,2,11,3,91,0,0,2,8,4,0,1,1,0,2,3,9,17
20,41,34,0,10,40,0,5,23,1,68,0,0,2,5,0,0,1,1,0,0,3,6,8
86,40,75,7,92,41,0,11,4,4,90,0,0,2,6,3,0,0,1,1,2,3,12,3
16,12,19,1,9,12,0,10,18,2,25,0,0,3,5,3,0,0,0,1,1,2,3,20
37,27,23,3,56,32,1,3,22,3,60,0,0,4,5,0,0,1,1,1,0,3,9,1
2,9,4,0,12,10,1,4,2,6,39,0,0,2,4,0,0,1,1,0,0,2,3,20
50,10,66,0,43,9,1,2,17,2,5,0,0,2,6,4,0,1,0,0,2,5,5,20
28,29,45,0,24,31,0,4,14,3,63,0,0,3,5,0,0,0,1,0,0,3,5,17
58,33,15,8,39,39,0,9,5,0,61,0,0,2,5,2,0,1,1,1,0,5,6,12
78,38,85,0,72,20,0,5,2,1,106,0,0,2,7,0,0,1,1,0,0,2,9,17
11,13,20,0,4,13,0,7,5,2,11,0,0,2,4,1,0,0,1,0,1,3,3,20
9,1,16,0,3,1,1,1,4,3,90,0,0,2,5,4,0,1,1,0,2,2,5,10
90,40,58,10,86,41,1,3,1,3,76,0,0,2,8,0,0,1,1,1,0,5,10,19
24,40,20,2,24,29,1,2,1,0,48,0,0,2,5,4,0,1,1,1,0,3,5,20
22,28,38,0,15,28,1,2,16,1,48,0,0,3,5,4,0,1,0,0,0,3,3,20
12,13,23,0,6,21,0,5,4,3,19,0,0,2,4,0,0,1,1,0,0,3,7,20
3,22,5,0,7,23,0,10,12,3,18,0,0,2,5,3,0,1,1,0,0,2,3,20
52,35,67,0,61,36,0,8,15,1,91,0,0,2,6,1,0,1,0,0,2,3,9,6
76,28,84,0,86,28,0,6,7,1,91,0,0,2,7,1,0,1,1,0,2,4,9,18
52,9,67,0,29,3,1,0,21,3,10,0,0,3,5,4,0,1,1,0,2,4,7,20
82,31,88,0,49,25,0,6,13,0,108,0,0,2,7,1,0,1,1,0,2,4,10,12
12,43,22,0,26,42,0,9,9,4,45,0,4,2,4,2,1,1,1,0,0,2,3,20
56,5,70,0,61,4,1,3,20,1,104,0,0,2,5,0,0,0,0,0,2,4,9,20
29,2,34,1,26,1,0,8,11,4,101,0,0,2,7,1,0,0,1,1,2,3,12,20
67,11,46,7,22,10,0,5,23,1,29,0,0,3,5,0,0,1,0,1,1,4,6,20
90,19,94,0,95,22,1,3,1,3,112,0,0,2,7,0,0,1,1,0,2,5,9,16
90,48,94,0,85,48,1,1,12,4,92,0,0,3,8,4,0,1,1,0,2,3,9,11
62,14,40,6,65,19,0,7,20,3,68,0,0,3,6,1,0,1,1,1,0,2,8,20
87,38,92,0,93,39,0,6,24,4,91,0,0,2,8,1,0,0,0,0,2,3,9,19
11,16,21,0,7,25,0,6,0,1,27,0,0,2,5,1,0,1,1,0,1,3,3,16
88,12,73,8,75,9,0,5,25,3,103,0,3,2,8,0,0,1,1,1,2,4,13,20
49,48,65,0,73,48,1,0,12,1,97,0,0,2,5,4,0,1,1,0,2,3,9,7
25,17,42,0,43,16,1,2,19,4,85,0,0,2,5,4,0,1,1,0,2,3,8,9
80,33,59,8,91,20,0,7,28,4,56,0,2,2,6,1,0,1,1,1,0,3,9,20
5,27,8,0,71,31,0,6,11,5,68,0,0,2,5,1,0,1,1,0,0,3,3,12
24,43,41,0,53,44,1,4,6,3,43,0,0,3,4,0,0,1,0,0,1,2,3,8
30,4,47,0,16,5,0,6,8,2,86,0,0,3,5,1,0,1,1,0,2,3,9,12
12,24,22,0,4,23,0,11,22,1,16,0,0,3,5,3,0,1,0,0,1,2,3,4
30,37,2,6,59,39,0,5,15,0,47,0,0,4,4,0,0,1,0,1,0,3,6,15
32,39,50,0,83,37,0,7,18,1,79,0,0,3,6,1,0,1,1,0,0,3,8,1
61,20,74,0,60,25,0,11,22,1,97,0,0,2,6,3,0,1,1,0,2,4,9,11
4,25,8,0,70,32,1,1,4,3,33,0,0,2,4,4,0,1,1,0,0,2,3,20
32,19,7,5,31,15,1,3,1,3,48,0,0,2,5,0,0,0,1,1,0,3,6,20
38,33,56,0,39,35,0,4,8,4,69,0,0,3,5,0,0,0,0,0,0,3,7,18
17,1,11,1,10,1,1,3,23,4,106,0,0,2,6,0,0,0,1,1,2,2,5,20
51,19,47,3,37,19,0,10,2,0,53,0,0,2,6,3,0,1,1,1,0,3,6,20
39,12,46,1,40,12,1,4,3,0,24,0,0,3,5,0,0,0,0,1,1,3,7,20
85,33,79,4,83,35,0,7,7,4,78,0,0,2,6,1,0,1,1,1,2,3,8,10
88,39,84,4,70,32,0,6,16,3,56,45,4,2,6,1,1,1,1,1,2,4,12,20
6,0,10,0,1,0,0,10,21,5,108,0,0,2,6,3,0,0,1,0,4,2,9,20
55,49,69,0,50,49,0,8,14,0,68,0,0,3,5,1,0,1,1,0,0,2,6,9
60,19,50,4,56,35,0,11,5,5,87,0,0,3,5,3,0,1,1,1,2,3,8,12
3,20,4,0,5,20,0,5,23,1,48,0,0,2,4,0,0,1,1,0,0,3,3,20
68,34,54,6,74,35,0,11,16,2,76,0,0,2,6,3,0,1,1,1,0,4,8,12
16,0,14,1,9,0,0,4,12,1,110,0,0,2,6,0,0,0,1,1,2,3,10,20
94,38,97,0,60,31,1,2,9,1,113,0,0,2,8,4,0,1,1,0,2,5,13,17
15,24,27,0,9,26,0,9,6,1,62,0,0,2,5,2,0,1,1,0,0,3,5,20
34,6,7,5,14,5,0,10,20,4,24,0,0,3,5,3,0,1,0,1,0,2,3,20
12,30,23,0,51,30,0,5,18,3,68,0,0,3,5,0,0,1,1,0,0,3,6,17
38,4,56,0,39,4,1,0,4,0,105,0,0,2,5,4,0,0,1,0,2,3,9,17
56,45,22,7,82,45,0,4,7,3,47,0,0,3,6,0,0,1,1,1,0,4,6,20
